cve_est,id_espacio,sistema,tipo,nivel_circulacion_transporte,linea,anio_apertura,num_estacion,nombre,cantidad_transbordos_metro,cantidad_transbordos_metrobus,zona,alcaldia,cve_mun_inegi,sector,id_sector_ssc,longitud,latitud
MB0711,256,Metrobús,Intermedia,Nivel de suelo,L7,2018,11,Misterios,1,0,Norte,Gustavo A. Madero,5,Tepeyac,590.0,-99.1274380638,19.4617545272
MB0712,257,Metrobús,Intermedia,Nivel de suelo,L7,2018,12,Mercado Beethoven,0,0,Centro,Cuauhtémoc,15,Tlatelolco,550.0,-99.1291252223,19.457325465
MB0713,258,Metrobús,Intermedia,Nivel de suelo,L7,2018,13,Peralvillo,0,0,Centro,Cuauhtémoc,15,Tlatelolco,550.0,-99.1308624235,19.4531189777
MB0714,259,Metrobús,Intermedia,Nivel de suelo,L7,2018,14,Tres Culturas,0,0,Centro,Cuauhtémoc,15,Morelos,810.0,-99.1328269776,19.4506023381
MB0715,260,Metrobús,Intermedia,Nivel de suelo,L7,2018,15,Glorieta Cuitláhuac,0,0,Centro,Cuauhtémoc,15,Morelos,195.0,-99.1356317531,19.4473766669
MB0716,261,Metrobús,Intermedia,Nivel de suelo,L7,2018,16,Garibaldi,2,0,Centro,Cuauhtémoc,15,Buenavista,298.0,-99.1389717441,19.4443912925
MB0717,262,Metrobús,Intermedia,Nivel de suelo,L7,2018,17,Glorieta Violeta,0,0,Centro,Cuauhtémoc,15,Buenavista,557.0,-99.143264027,19.4404822685
MB0718,263,Metrobús,Transbordo,Nivel de suelo,L7,2018,18,Hidalgo,2,2,Centro,Cuauhtémoc,15,Alameda,564.0,-99.1468028634,19.4372939575
MB0719,264,Metrobús,Intermedia,Nivel de suelo,L7,2018,19,El Caballito,0,0,Centro,Cuauhtémoc,15,Alameda,564.0,-99.1495001699,19.4355905131
MB0720,265,Metrobús,Transbordo,Nivel de suelo,L7,2018,20,Glorieta de Colón,0,0,Centro,Cuauhtémoc,15,Ángel,303.0,-99.1533364037,19.4337582755
MB0721,266,Metrobús,Intermedia,Nivel de suelo,L7,2018,21,París,0,0,Centro,Cuauhtémoc,15,Ángel,302.0,-99.155969579,19.4325029294
MB0722,267,Metrobús,Transbordo,Nivel de suelo,L7,2018,22,Reforma,0,0,Centro,Cuauhtémoc,15,Ángel,302.0,-99.1586284131,19.4312527661
MB0723,268,Metrobús,Transbordo,Nivel de suelo,L7,2018,23,Hamburgo,0,0,Centro,Cuauhtémoc,15,Ángel,752.0,-99.1620518986,19.4296350608
MB0724,269,Metrobús,Intermedia,Nivel de suelo,L7,2018,24,La Palma,0,0,Centro,Cuauhtémoc,15,Ángel,752.0,-99.1649744696,19.4282602729
MB0725,270,Metrobús,Intermedia,Nivel de suelo,L7,2018,25,El Ángel,0,0,Centro,Cuauhtémoc,15,Ángel,308.0,-99.1685813879,19.4265664303
MB0726,271,Metrobús,Intermedia,Nivel de suelo,L7,2018,26,La Diana,0,0,Centro,Cuauhtémoc,15,Ángel,14.0,-99.1716479536,19.4251358993
MB0727,272,Metrobús,Intermedia,Nivel de suelo,L7,2018,27,Chapultepec,1,0,Centro,Cuauhtémoc,15,Ángel,309.0,-99.1742888631,19.4238916722
MB0728,273,Metrobús,Intermedia,Nivel de suelo,L7,2018,28,Gandhi,0,0,Poniente,Miguel Hidalgo,16,Polanco-Castillo,683.0,-99.1804353389,19.4239995645
MB0729,274,Metrobús,Intermedia,Nivel de suelo,L7,2018,29,Antropología,0,0,Poniente,Miguel Hidalgo,16,Polanco-Castillo,189.0,-99.1849248138,19.4246886892
MB0730,275,Metrobús,Intermedia,Nivel de suelo,L7,2018,30,Auditorio,1,0,Poniente,Miguel Hidalgo,16,Polanco-Castillo,188.0,-99.194200661,19.4260943506
MB0731,276,Metrobús,Terminal,Nivel de suelo,L7,2018,31,Campo Marte,0,0,Poniente,Miguel Hidalgo,16,Polanco-Castillo,188.0,-99.1993595569,19.4268865297
STC0101,277,STC Metro,Terminal / Transbordo,Nivel elevado,L1,1984,1,Pantitlán,3,1,Oriente,Venustiano Carranza,17,Arenal,55.0,-99.074735727,19.4163340856
STC0102,278,STC Metro,Intermedia,Subterráneo,L1,1969,2,Zaragoza,0,0,Oriente,Venustiano Carranza,17,Arenal,605.0,-99.0822888118,19.4119204559
STC0103,279,STC Metro,Intermedia,Subterráneo,L1,1969,3,Gómez Farías,0,0,Oriente,Venustiano Carranza,17,Zaragoza,201.0,-99.0902103917,19.4164784569
STC0104,280,STC Metro,Intermedia,Subterráneo,L1,1969,4,Boulevard Puerto Aéreo,0,0,Oriente,Venustiano Carranza,17,Zaragoza,530.0,-99.0962587324,19.4199419649
STC0105,281,STC Metro,Intermedia,Subterráneo,L1,1969,5,Balbuena,0,0,Oriente,Venustiano Carranza,17,Merced-Balbuena,325.0,-99.102774364,19.4233553356
STC0106,282,STC Metro,Intermedia,Subterráneo,L1,1969,6,Moctezuma,0,2,Oriente,Venustiano Carranza,17,Merced-Balbuena,584.0,-99.1097992691,19.4268543467
STC0107,283,STC Metro,Transbordo,Subterráneo,L1,1969,7,San Lázaro,1,2,Oriente,Venustiano Carranza,17,Congreso,573.0,-99.1142609524,19.4300588496
STC0108,284,STC Metro,Transbordo,Subterráneo,L1,1969,8,Candelaria,0,0,Oriente,Venustiano Carranza,17,Congreso,311.0,-99.1209095501,19.4295401407
STC0109,285,STC Metro,Intermedia,Subterráneo,L1,1969,9,Merced,0,1,Oriente,Venustiano Carranza,17,Congreso,571.0,-99.1250254185,19.4254875716
STC0110,286,STC Metro,Transbordo,Subterráneo,L1,1969,10,Pino Suárez,1,1,Centro,Cuauhtémoc,15,Centro,464.0,-99.132638612,19.4259234951
STC0111,287,STC Metro,Intermedia,Subterráneo,L1,1969,11,Isabel la Católica,0,0,Centro,Cuauhtémoc,15,Alameda,559.0,-99.1378304565,19.4263935118
STC0112,288,STC Metro,Transbordo,Subterráneo,L1,1969,12,Salto del Agua,0,0,Centro,Cuauhtémoc,15,Alameda,305.0,-99.1434062939,19.4269481897
STC0113,289,STC Metro,Transbordo,Subterráneo,L1,1969,13,Balderas,1,1,Centro,Cuauhtémoc,15,Asturias,760.0,-99.1494811514,19.4269978761
STC0114,290,STC Metro,Intermedia,Subterráneo,L1,1969,14,Cuauhtémoc,0,1,Centro,Cuauhtémoc,15,Ángel,303.0,-99.1545979513,19.4256611111
STC0115,291,STC Metro,Intermedia,Subterráneo,L1,1969,15,Insurgentes,0,1,Centro,Cuauhtémoc,15,Ángel,12.0,-99.1632888795,19.4236518006
STC0116,292,STC Metro,Intermedia,Subterráneo,L1,1969,16,Sevilla,0,0,Centro,Cuauhtémoc,15,Ángel,13.0,-99.1711190739,19.4218499159
STC0117,293,STC Metro,Intermedia,Subterráneo,L1,1969,17,Chapultepec,0,1,Centro,Cuauhtémoc,15,Ángel,13.0,-99.1764167316,19.420746295
STC0118,294,STC Metro,Intermedia,Subterráneo,L1,1970,18,Juanacatlán,0,0,Poniente,Miguel Hidalgo,16,Tacubaya,271.0,-99.1819838295,19.4129516425
STC0119,295,STC Metro,Transbordo,Subterráneo,L1,1970,19,Tacubaya,2,1,Poniente,Miguel Hidalgo,16,Tacubaya,755.0,-99.1876365263,19.4025138023
STC0120,296,STC Metro,Terminal,Nivel de suelo,L1,1972,20,Observatorio,0,0,Poniente,Álvaro Obregón,10,Plateros,166.0,-99.200404746,19.3982823757
STC0201,297,STC Metro,Terminal,Subterráneo,L2,1984,1,Cuatro Caminos,0,0,Poniente,Miguel Hidalgo,16,Tacuba,456.0,-99.2158424897,19.4595932085
STC0202,298,STC Metro,Intermedia,Subterráneo,L2,1984,2,Panteones,0,0,Poniente,Miguel Hidalgo,16,Tacuba,458.0,-99.2029491295,19.4586385608
STC0203,299,STC Metro,Transbordo,Subterráneo,L2,1970,3,Tacuba,0,0,Poniente,Miguel Hidalgo,16,Tacuba,253.0,-99.1882309344,19.4593760107
STC0204,300,STC Metro,Intermedia,Subterráneo,L2,1970,4,Cuitláhuac,0,0,Poniente,Miguel Hidalgo,16,Tacuba,253.0,-99.1814957679,19.4572538897
STC0205,301,STC Metro,Intermedia,Subterráneo,L2,1970,5,Popotla,0,0,Poniente,Miguel Hidalgo,16,Tacuba,109.0,-99.1754938143,19.4529092198
STC0206,302,STC Metro,Intermedia,Subterráneo,L2,1970,6,Colegio Militar,0,0,Poniente,Miguel Hidalgo,16,Tacuba,666.0,-99.1717792333,19.449273555
STC0207,303,STC Metro,Intermedia,Subterráneo,L2,1970,7,Normal,0,0,Poniente,Miguel Hidalgo,16,Tacuba,106.0,-99.1672740374,19.4445577055
STC0208,304,STC Metro,Intermedia,Subterráneo,L2,1970,8,San Cosme,0,0,Centro,Cuauhtémoc,15,Buenavista,554.0,-99.1606620728,19.4419042544
STC0209,305,STC Metro,Intermedia,Subterráneo,L2,1970,9,Revolución,0,1,Centro,Cuauhtémoc,15,Buenavista,556.0,-99.1542278257,19.4392271791
STC0210,306,STC Metro,Transbordo,Subterráneo,L2,1970,10,Hidalgo,1,3,Centro,Cuauhtémoc,15,Buenavista,557.0,-99.1472234055,19.4375467479
STC0211,307,STC Metro,Transbordo,Subterráneo,L2,1970,11,Bellas Artes,1,1,Centro,Cuauhtémoc,15,Buenavista,565.0,-99.1416136374,19.4363777559
STC0212,308,STC Metro,Intermedia,Subterráneo,L2,1970,12,Allende,0,0,Centro,Cuauhtémoc,15,Alameda,506.0,-99.1368678402,19.4355580033
STC0213,309,STC Metro,Intermedia,Subterráneo,L2,1970,13,Zócalo/Tenochtitlan,0,0,Centro,Cuauhtémoc,15,Alameda,759.0,-99.1322510733,19.432501911
STC0214,310,STC Metro,Transbordo,Subterráneo,L2,1970,14,Pino Suárez,1,1,Centro,Cuauhtémoc,15,Centro,464.0,-99.1329418267,19.4243847117
STC0215,311,STC Metro,Intermedia,Nivel de suelo,L2,1970,15,San Antonio Abad,0,0,Centro,Cuauhtémoc,15,Asturias,59.0,-99.1345398742,19.4160216471
STC0216,312,STC Metro,Transbordo,Nivel de suelo,L2,1970,16,Chabacano,0,0,Centro,Cuauhtémoc,15,Asturias,610.0,-99.1356181173,19.4091798693
STC0217,313,STC Metro,Intermedia,Nivel de suelo,L2,1970,17,Viaducto,0,0,Centro,Benito Juárez,14,Narvarte-Álamos,240.0,-99.1368995925,19.400868658
STC0218,314,STC Metro,Intermedia,Nivel de suelo,L2,1970,18,Xola,0,1,Centro,Benito Juárez,14,Narvarte-Álamos,240.0,-99.1378081793,19.39521051
STC0219,315,STC Metro,Intermedia,Nivel de suelo,L2,1970,19,Villa de Cortés,0,0,Centro,Benito Juárez,14,Narvarte-Álamos,242.0,-99.1389591662,19.3875817758
STC0220,316,STC Metro,Intermedia,Nivel de suelo,L2,1970,20,Nativitas,0,0,Centro,Benito Juárez,14,Narvarte-Álamos,628.0,-99.1401878897,19.3795327609
STC0221,317,STC Metro,Intermedia,Nivel de suelo,L2,1970,21,Portales,0,0,Centro,Benito Juárez,14,Nativitas,87.0,-99.1415735549,19.3699248387
STC0222,318,STC Metro,Transbordo,Nivel de suelo,L2,1970,22,Ermita,0,0,Centro,Benito Juárez,14,Nativitas,795.0,-99.1429037615,19.3619792998
STC0223,319,STC Metro,Intermedia,Nivel de suelo,L2,1970,23,General Anaya,0,0,Sur,Coyoacán,3,Coyoacán,640.0,-99.145006363,19.3532359149
STC0224,320,STC Metro,Terminal,Nivel de suelo,L2,1970,24,Tasqueña,0,0,Sur,Coyoacán,3,Taxqueña,379.0,-99.1395327764,19.3437570983
STC0301,321,STC Metro,Terminal,Nivel de suelo,L3,1979,1,Indios Verdes,0,3,Norte,Gustavo A. Madero,5,Lindavista,334.0,-99.1195099383,19.4953376186
STC0302,322,STC Metro,Transbordo,Nivel de suelo,L3,1979,2,Deportivo 18 de Marzo,1,3,Norte,Gustavo A. Madero,5,Tepeyac,328.0,-99.1254979171,19.4851141513
STC0303,323,STC Metro,Intermedia,Nivel de suelo,L3,1979,3,Potrero,0,1,Norte,Gustavo A. Madero,5,Lindavista,600.0,-99.132013683,19.4771920115
STC0304,324,STC Metro,Transbordo,Subterráneo,L3,1978,4,La Raza,1,2,Norte,Gustavo A. Madero,5,Lindavista,597.0,-99.1395062302,19.4688801338
STC0305,325,STC Metro,Intermedia,Subterráneo,L3,1970,5,Tlatelolco,0,0,Centro,Cuauhtémoc,15,Tlatelolco,290.0,-99.1431330841,19.4550581428
STC0306,326,STC Metro,Transbordo,Subterráneo,L3,1970,6,Guerrero,1,1,Centro,Cuauhtémoc,15,Buenavista,7.0,-99.1451933441,19.4447263348
STC0307,327,STC Metro,Transbordo,Subterráneo,L3,1970,7,Hidalgo,1,3,Centro,Cuauhtémoc,15,Ángel,11.0,-99.1467827213,19.4373823923
STC0308,328,STC Metro,Intermedia,Subterráneo,L3,1970,8,Juárez,0,2,Centro,Cuauhtémoc,15,Alameda,304.0,-99.1476833058,19.4332503465
STC0309,329,STC Metro,Transbordo,Subterráneo,L3,1970,9,Balderas,1,1,Centro,Cuauhtémoc,15,Asturias,760.0,-99.14906048,19.4264800934
STC0310,330,STC Metro,Intermedia,Subterráneo,L3,1970,10,Niños Héroes/Poder Judicial CDMX,0,0,Centro,Cuauhtémoc,15,Asturias,762.0,-99.1503642652,19.4194843102
STC0311,331,STC Metro,Intermedia,Subterráneo,L3,1970,11,Hospital General,0,1,Centro,Cuauhtémoc,15,Asturias,63.0,-99.1532453618,19.4137587536
STC0312,332,STC Metro,Transbordo,Subterráneo,L3,1980,12,Centro Médico,1,1,Centro,Cuauhtémoc,15,Asturias,764.0,-99.1551346895,19.4074531474
STC0313,333,STC Metro,Intermedia,Subterráneo,L3,1980,13,Etiopía/Plaza de la Transparencia,0,2,Centro,Benito Juárez,14,Narvarte-Álamos,239.0,-99.1560314153,19.3959205316
STC0314,334,STC Metro,Intermedia,Subterráneo,L3,1980,14,Eugenia,0,1,Centro,Benito Juárez,14,Narvarte-Álamos,361.0,-99.1572045976,19.3861685181
STC0315,335,STC Metro,Intermedia,Subterráneo,L3,1980,15,División del Norte,0,1,Centro,Benito Juárez,14,Del Valle,372.0,-99.1594791658,19.3791844354
STC0316,336,STC Metro,Transbordo,Subterráneo,L3,1980,16,Zapata,0,0,Centro,Benito Juárez,14,Del Valle,648.0,-99.1645102977,19.3711917866
STC0317,337,STC Metro,Intermedia,Subterráneo,L3,1983,17,Coyoacán,0,0,Centro,Benito Juárez,14,Portales,88.0,-99.1708615273,19.3613590774
STC0318,338,STC Metro,Intermedia,Subterráneo,L3,1983,18,Viveros/Derechos Humanos,0,0,Poniente,Álvaro Obregón,10,San Ángel,460.0,-99.1760010861,19.3534590245
STC0319,339,STC Metro,Intermedia,Subterráneo,L3,1983,19,Miguel Ángel de Quevedo,0,0,Sur,Coyoacán,3,Universidad,64.0,-99.1807566556,19.3462518331
STC0320,340,STC Metro,Intermedia,Subterráneo,L3,1983,20,Copilco,0,0,Sur,Coyoacán,3,Universidad,619.0,-99.1769735952,19.3360992748
STC0321,341,STC Metro,Terminal,Nivel de suelo,L3,1983,21,Universidad,0,0,Sur,Coyoacán,3,Universidad,619.0,-99.1739384556,19.3243534829
STC0401,342,STC Metro,Terminal / Transbordo,Nivel elevado,L4,1982,1,Santa Anita,0,0,Oriente,Iztacalco,6,Iztaccíhuatl,582.0,-99.1216956043,19.4028915727
STC0402,343,STC Metro,Transbordo,Nivel elevado,L4,1982,2,Jamaica,0,0,Oriente,Venustiano Carranza,17,Merced-Balbuena,37.0,-99.1217435881,19.4109150604
STC0403,344,STC Metro,Intermedia,Nivel elevado,L4,1982,3,Fray Servando,0,0,Oriente,Venustiano Carranza,17,Merced-Balbuena,27.0,-99.1205334529,19.4215902669
STC0404,345,STC Metro,Transbordo,Nivel de suelo,L4,1981,4,Candelaria,0,0,Oriente,Venustiano Carranza,17,Congreso,573.0,-99.1194262858,19.4287642237
STC0405,346,STC Metro,Transbordo,Nivel elevado,L4,1981,5,Morelos,0,0,Oriente,Venustiano Carranza,17,Consulado,583.0,-99.1181521225,19.4396641649
STC0406,347,STC Metro,Intermedia,Nivel elevado,L4,1981,6,Canal del Norte,0,0,Oriente,Venustiano Carranza,17,Consulado,32.0,-99.1161330508,19.448945008
STC0407,348,STC Metro,Transbordo,Nivel elevado,L4,1981,7,Consulado,0,0,Norte,Gustavo A. Madero,5,Cuchilla,579.0,-99.1139038485,19.4580181992
STC0408,349,STC Metro,Intermedia,Nivel elevado,L4,1981,8,Bondojito,0,0,Norte,Gustavo A. Madero,5,Cuchilla,579.0,-99.1119767785,19.4646312013
STC0409,350,STC Metro,Intermedia,Nivel elevado,L4,1981,9,Talismán,0,0,Norte,Gustavo A. Madero,5,Cuchilla,24.0,-99.1080122386,19.4743583149
STC0410,351,STC Metro,Terminal / Transbordo,Nivel de suelo,L4,1981,10,Martín Carrera,1,1,Norte,Gustavo A. Madero,5,Quiroga,432.0,-99.1043694775,19.4850441447
STC0501,352,STC Metro,Terminal,Nivel de suelo,L5,1982,1,Politécnico,0,0,Norte,Gustavo A. Madero,5,Ticomán,43.0,-99.1492059926,19.5006786987
STC0502,353,STC Metro,Transbordo,Nivel de suelo,L5,1982,2,Instituto del Petróleo,1,1,Norte,Gustavo A. Madero,5,Lindavista,332.0,-99.1447097491,19.4893393093
STC0503,354,STC Metro,Intermedia,Nivel de suelo,L5,1982,3,Autobuses del Norte,0,0,Norte,Gustavo A. Madero,5,Lindavista,598.0,-99.1406507386,19.4790708959
STC0504,355,STC Metro,Transbordo,Nivel de suelo,L5,1982,4,La Raza,1,2,Norte,Gustavo A. Madero,5,Tepeyac,329.0,-99.1365156505,19.4696664706
STC0505,356,STC Metro,Intermedia,Subterráneo,L5,1982,5,Misterios,0,1,Norte,Gustavo A. Madero,5,Tepeyac,590.0,-99.1302395703,19.4631121957
STC0506,357,STC Metro,Intermedia,Subterráneo,L5,1982,6,Valle Gómez,0,0,Norte,Gustavo A. Madero,5,Cuchilla,579.0,-99.1194909907,19.4588721398
STC0507,358,STC Metro,Transbordo,Nivel de suelo,L5,1981,7,Consulado,0,0,Norte,Gustavo A. Madero,5,Cuchilla,787.0,-99.1135362315,19.455135875
STC0508,359,STC Metro,Intermedia,Nivel de suelo,L5,1981,8,Eduardo Molina,0,0,Norte,Gustavo A. Madero,5,Cuchilla,320.0,-99.1052996985,19.4513975138
STC0509,360,STC Metro,Intermedia,Nivel de suelo,L5,1981,9,Aragón,0,0,Norte,Gustavo A. Madero,5,Aragón,483.0,-99.0962051538,19.4512575884
STC0510,361,STC Metro,Transbordo,Nivel de suelo,L5,1981,10,Oceanía,0,0,Oriente,Venustiano Carranza,17,Moctezuma,428.0,-99.0868729241,19.4450204861
STC0511,362,STC Metro,Intermedia,Subterráneo,L5,1981,11,Terminal Aérea,0,0,Oriente,Venustiano Carranza,17,Moctezuma,154.0,-99.0880762374,19.4342651018
STC0512,363,STC Metro,Intermedia,Subterráneo,L5,1981,12,Hangares,0,0,Oriente,Venustiano Carranza,17,Zaragoza,201.0,-99.0881337746,19.4243499079
STC0513,364,STC Metro,Terminal / Transbordo,Nivel de suelo,L5,1981,13,Pantitlán,3,1,Oriente,Venustiano Carranza,17,Arenal,56.0,-99.0743288081,19.4151047735
STC0601,365,STC Metro,Terminal / Transbordo,Nivel de suelo,L6,1983,1,El Rosario,1,1,Norte,Azcapotzalco,2,Hormiga,118.0,-99.1997698162,19.5046301436
STC0602,366,STC Metro,Intermedia,Subterráneo,L6,1983,2,Tezozómoc,0,0,Norte,Azcapotzalco,2,Hormiga,685.0,-99.196022987,19.4948951641
STC0603,367,STC Metro,Intermedia,Subterráneo,L6,1983,3,UAM-Azcapotzalco,0,0,Norte,Azcapotzalco,2,Hormiga,401.0,-99.1862673088,19.4909081429
STC0604,368,STC Metro,Intermedia,Subterráneo,L6,1983,4,Ferrería/Arena Ciudad de México,0,0,Norte,Azcapotzalco,2,Hormiga,687.0,-99.1741516826,19.4906734291
STC0605,369,STC Metro,Intermedia,Subterráneo,L6,1983,5,Norte 45,0,0,Norte,Azcapotzalco,2,La Raza,186.0,-99.1629903541,19.4886714135
STC0606,370,STC Metro,Intermedia,Subterráneo,L6,1983,6,Vallejo,0,0,Norte,Azcapotzalco,2,La Raza,186.0,-99.1560043095,19.4898477869
STC0607,371,STC Metro,Transbordo,Subterráneo,L6,1983,7,Instituto del Petróleo,1,1,Norte,Gustavo A. Madero,5,Lindavista,596.0,-99.1481259988,19.4910442314
STC0608,372,STC Metro,Intermedia,Subterráneo,L6,1986,8,Lindavista,0,0,Norte,Gustavo A. Madero,5,Lindavista,602.0,-99.1350714179,19.4881129878
STC0609,373,STC Metro,Transbordo,Subterráneo,L6,1986,9,Deportivo 18 de Marzo,1,3,Norte,Gustavo A. Madero,5,Tepeyac,328.0,-99.1253036587,19.4834820173
STC0610,374,STC Metro,Intermedia,Subterráneo,L6,1986,10,La Villa/Basílica,0,0,Norte,Gustavo A. Madero,5,Tepeyac,328.0,-99.1183692619,19.4817358083
STC0611,375,STC Metro,Terminal / Transbordo,Nivel de suelo,L6,1986,11,Martín Carrera,1,1,Norte,Gustavo A. Madero,5,Quiroga,432.0,-99.1074753127,19.4829388215
STC0701,376,STC Metro,Terminal / Transbordo,Nivel de suelo,L7,1988,1,El Rosario,1,1,Norte,Azcapotzalco,2,Hormiga,118.0,-99.2001158653,19.5047378744
STC0702,377,STC Metro,Intermedia,Subterráneo,L7,1988,2,Aquiles Serdán,0,0,Norte,Azcapotzalco,2,Clavería,403.0,-99.1953523273,19.4906401428
STC0703,378,STC Metro,Intermedia,Subterráneo,L7,1988,3,Camarones,0,0,Norte,Azcapotzalco,2,Clavería,691.0,-99.1900375715,19.4791115427
STC0704,379,STC Metro,Intermedia,Subterráneo,L7,1988,4,Refinería,0,0,Norte,Azcapotzalco,2,Clavería,694.0,-99.1905055273,19.4694728943
STC0705,380,STC Metro,Transbordo,Subterráneo,L7,1984,5,Tacuba,0,0,Poniente,Miguel Hidalgo,16,Tacuba,255.0,-99.1871690042,19.4582347588
STC0706,381,STC Metro,Intermedia,Subterráneo,L7,1984,6,San Joaquín,0,0,Poniente,Miguel Hidalgo,16,Tacuba,515.0,-99.1917669641,19.4450075397
STC0707,382,STC Metro,Intermedia,Subterráneo,L7,1984,7,Polanco,0,0,Poniente,Miguel Hidalgo,16,Polanco-Castillo,680.0,-99.1909251081,19.4335531356
STC0708,383,STC Metro,Intermedia,Subterráneo,L7,1984,8,Auditorio,0,1,Poniente,Miguel Hidalgo,16,Polanco-Castillo,188.0,-99.1920289044,19.4257638255
STC0709,384,STC Metro,Intermedia,Subterráneo,L7,1985,9,Constituyentes,0,0,Poniente,Miguel Hidalgo,16,Tacubaya,116.0,-99.1913518554,19.4117708662
STC0710,385,STC Metro,Transbordo,Subterráneo,L7,1985,10,Tacubaya,2,1,Poniente,Miguel Hidalgo,16,Tacubaya,755.0,-99.186754459,19.4021902183
STC0711,386,STC Metro,Intermedia,Subterráneo,L7,1985,11,San Pedro de los Pinos,0,0,Centro,Benito Juárez,14,Nápoles,175.0,-99.1858059348,19.3914917728
STC0712,387,STC Metro,Intermedia,Subterráneo,L7,1985,12,San Antonio,0,0,Centro,Benito Juárez,14,Nápoles,92.0,-99.1866135528,19.3843376703
STC0713,388,STC Metro,Transbordo,Subterráneo,L7,1985,13,Mixcoac,0,0,Centro,Benito Juárez,14,Nápoles,92.0,-99.1875824155,19.3762565017
STC0714,389,STC Metro,Terminal,Subterráneo,L7,1985,14,Barranca del Muerto,0,0,Poniente,Álvaro Obregón,10,San Ángel,748.0,-99.1892637069,19.3615015633
STC0801,390,STC Metro,Terminal / Transbordo,Subterráneo,L8,1994,1,Garibaldi/Lagunilla,1,1,Centro,Cuauhtémoc,15,Morelos,195.0,-99.1390044127,19.4440012885
STC0802,391,STC Metro,Transbordo,Subterráneo,L8,1994,2,Bellas Artes,1,1,Centro,Cuauhtémoc,15,Buenavista,565.0,-99.1404207278,19.4370129122
STC0803,392,STC Metro,Intermedia,Subterráneo,L8,1994,3,San Juan de Letrán,0,0,Centro,Cuauhtémoc,15,Alameda,506.0,-99.1412506105,19.431580449
STC0804,393,STC Metro,Transbordo,Subterráneo,L8,1994,4,Salto del Agua,0,0,Centro,Cuauhtémoc,15,Alameda,559.0,-99.1418517465,19.4277182977
STC0805,394,STC Metro,Intermedia,Subterráneo,L8,1994,5,Doctores,0,0,Centro,Cuauhtémoc,15,Asturias,611.0,-99.1431894087,19.4215456116
STC0806,395,STC Metro,Intermedia,Subterráneo,L8,1994,6,Obrera,0,0,Centro,Cuauhtémoc,15,Asturias,351.0,-99.1440379637,19.4132403762
STC0807,396,STC Metro,Transbordo,Subterráneo,L8,1994,7,Chabacano,0,0,Centro,Cuauhtémoc,15,Asturias,610.0,-99.1337513353,19.4102074911
STC0808,397,STC Metro,Intermedia,Subterráneo,L8,1994,8,La Viga,0,0,Centro,Cuauhtémoc,15,Asturias,350.0,-99.1262690625,19.4067094344
STC0809,398,STC Metro,Transbordo,Subterráneo,L8,1994,9,Santa Anita,0,0,Oriente,Iztacalco,6,Iztaccíhuatl,582.0,-99.1206572397,19.4041234343
STC0810,399,STC Metro,Intermedia,Nivel de suelo,L8,1994,10,Coyuya,0,2,Oriente,Iztacalco,6,Iztaccíhuatl,30.0,-99.1134804312,19.3983028957
STC0811,400,STC Metro,Intermedia,Nivel de suelo,L8,1994,11,Iztacalco,0,0,Oriente,Iztacalco,6,Iztaccíhuatl,29.0,-99.1121117309,19.3882887575
STC0812,401,STC Metro,Intermedia,Nivel de suelo,L8,1994,12,Apatlaco,0,1,Oriente,Iztapalapa,7,Granjas,160.0,-99.1094901464,19.3790998138
STC0813,402,STC Metro,Intermedia,Nivel de suelo,L8,1994,13,Aculco,0,1,Oriente,Iztapalapa,7,Churubusco,69.0,-99.1077035934,19.3732114106
STC0814,403,STC Metro,Intermedia,Subterráneo,L8,1994,14,Escuadrón 201,0,1,Oriente,Iztapalapa,7,Churubusco,623.0,-99.1094849843,19.3648364116
STC0815,404,STC Metro,Transbordo,Subterráneo,L8,1994,15,Atlalilco,0,0,Oriente,Iztapalapa,7,Granjas,205.0,-99.10130943,19.3560844837
STC0816,405,STC Metro,Intermedia,Subterráneo,L8,1994,16,Iztapalapa,0,0,Oriente,Iztapalapa,7,Abasto-Reforma,159.0,-99.0934490767,19.3578249372
STC0817,406,STC Metro,Intermedia,Subterráneo,L8,1994,17,Cerro de la Estrella,0,0,Oriente,Iztapalapa,7,Estrella,480.0,-99.0856160765,19.3560478725
STC0818,407,STC Metro,Intermedia,Subterráneo,L8,1994,18,UAM-I,0,0,Oriente,Iztapalapa,7,Estrella,211.0,-99.0748174189,19.3510561669
STC0819,408,STC Metro,Terminal,Nivel de suelo,L8,1994,19,Constitución de 1917,0,0,Oriente,Iztapalapa,7,Tezonco,511.0,-99.0637988499,19.3459684059
STC0901,409,STC Metro,Terminal / Transbordo,Nivel elevado,L9,1987,1,Pantitlán,3,1,Oriente,Iztacalco,6,Pantitlán,52.0,-99.0722053449,19.4153511689
STC0902,410,STC Metro,Intermedia,Nivel elevado,L9,1987,2,Puebla,0,0,Oriente,Iztacalco,6,Tlacotal,49.0,-99.0823858797,19.407192143
STC0903,411,STC Metro,Intermedia,Nivel elevado,L9,1987,3,Ciudad Deportiva,0,0,Oriente,Iztacalco,6,Tlacotal,49.0,-99.0912519464,19.4084339822
STC0904,412,STC Metro,Intermedia,Subterráneo,L9,1987,4,Velódromo,0,0,Oriente,Venustiano Carranza,17,Merced-Balbuena,22.0,-99.1031577122,19.4085392864
STC0905,413,STC Metro,Intermedia,Subterráneo,L9,1987,5,Mixiuhca,0,1,Oriente,Venustiano Carranza,17,Merced-Balbuena,22.0,-99.1129684768,19.4083714402
