id_equip_urbano,id_espacio,ambito,condicion,geografico,tipo,nombre
1,2930,Urbana,En Operación,Pozo,Agua,Ninguno
2,4376,Urbana,En Operación,Escuela,Medio Superior,Lázaro Cárdenas del Río
3,3075,Urbana,No Aplica,Mercado,No Aplica,Centenario
4,3066,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Centro de Extensión Plateros
5,3076,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Herón Proal
6,8249,Urbana,En Operación,Templo,No Aplica,San Francisco
7,8264,Urbana,En Operación,Escuela,Preescolar,Virginia Monasterio
8,8265,Urbana,En Operación,Escuela,Primaria,Laura Méndez de Cuenca
9,7071,Urbana,En Operación,Templo,No Aplica,Adventista Del Séptimo Día
10,7072,Urbana,En Operación,Templo,No Aplica,La Asunción de Santa María Nonoalco
11,8266,Urbana,En Operación,Escuela,Preescolar,Yoloxochitl
12,7131,Urbana,En Operación,Templo,No Aplica,Sagrado Corazón de María
13,7132,Urbana,En Operación,Templo,No Aplica,Nuestra Señora de Guadalupe
14,7945,Urbana,En Operación,Templo,No Aplica,Rectoría de Corpus Cristi
15,8258,Urbana,En Operación,Templo,No Aplica,Santisima Trinidad
16,5570,Urbana,En Operación,Escuela,Primaria,República de Camerún
17,7154,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,El Pirú
18,5521,Urbana,En Operación,Instalación Deportiva o Recreativa,Alberca Olímpica,El Mago Septien
19,5522,Urbana,En Operación,Escuela,Preescolar,Doctor Arnold Geseii
20,2922,Urbana,En Operación,Templo,No Aplica,Santa María de la Natividad
21,5381,Urbana,En Operación,Escuela,Primaria,María Patiño Viuda de Olmedo
22,5382,Urbana,En Operación,Escuela,Preescolar,Topiltzin
23,5383,Urbana,En Operación,Templo,No Aplica,La Divina Providencia
24,5384,Urbana,En Operación,Escuela,Primaria,General Ignacio Zaragoza
25,2923,Urbana,En Operación,Escuela,Primaria,Juan Escutia
26,2924,Urbana,No Aplica,Cementerio,No Aplica,Ninguno
27,8250,Urbana,En Operación,Templo,No Aplica,Parroquia de las Bienaventuranzas
28,7110,Urbana,En Operación,Templo,No Aplica,Iglesia Evangélica Belén
29,7087,Urbana,En Operación,Templo,No Aplica,Inmaculada Concepción
30,7709,Urbana,En Operación,Escuela,Mixto,Colegio Bilbao
31,2931,Urbana,En Operación,Templo,No Aplica,Ninguno
32,7719,Urbana,En Operación,Escuela,Medio Superior,Centro de Estudios Tecnológicos Industrial y de Servicios Número 52
33,7720,Urbana,En Operación,Templo,No Aplica,Ninguno
34,7699,Urbana,En Operación,Templo,No Aplica,Sagrado Corazón de María Colonia Educación
35,2932,Urbana,En Operación,Templo,No Aplica,Iglesia de la Cruz
36,7700,Urbana,En Operación,Templo,No Aplica,San Miguel Arcángel
37,7701,Urbana,En Operación,Escuela,Superior,Universidad Anáhuac México Campus Sur
38,7702,Urbana,En Operación,Escuela,Mixto,The Edron Academy Colegio Británico AC
39,2933,Urbana,En Operación,Escuela,Secundaria,Diurna 279
40,2934,Urbana,En Operación,Templo,No Aplica,Parroquia de Nuestra Señora de Guadalupe
41,7710,Urbana,En Operación,Escuela,Preescolar,Manuel Cervantes Imaz
42,8259,Urbana,En Operación,Templo,No Aplica,Ninguno
43,8260,Urbana,En Construcción,Templo,No Aplica,Rectoría Señor de la Misericordia
44,3077,Urbana,En Operación,Escuela,Secundaria,Técnica 117
45,3078,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Ave Real
46,3079,Urbana,En Operación,Templo,No Aplica,Sagrada Familia
47,7155,Urbana,En Operación,Templo,No Aplica,Sagrado Corazón de Jesús
48,7156,Urbana,En Operación,Templo,No Aplica,Sagrado Corazón de Jesús
49,7157,Urbana,En Operación,Templo,No Aplica,Nuestra Señora de San Juan de los Lagos
50,4377,Urbana,En Operación,Templo,No Aplica,Nuestra Señora de Guadalupe
51,7721,Urbana,En Operación,Templo,No Aplica,Santa Rosa de Lima Xochiac
52,7711,Urbana,En Operación,Escuela,Primaria,Profesor Onofre Meléndez
53,7712,Urbana,En Operación,Templo,No Aplica,San Bartolomé Apóstol
54,463,Urbana,En Operación,Escuela,Mixto,Colegio Alemán Alexander Von Humboldt A.C
55,7420,Urbana,En Operación,Templo,No Aplica,Ninguno
56,4742,Urbana,En Operación,Escuela,Preescolar,Ana Frank
57,7403,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Doctor Manuel Esconteía
58,7404,Urbana,En Operación,Templo,No Aplica,San Jacinto
59,5385,Urbana,En Operación,Escuela,Mixto,Instituto Francisco Ponsseti AC
60,5565,Urbana,En Operación,Escuela,Mixto,Ameyalli
61,5566,Urbana,En Operación,Escuela,Preescolar,Kindersel
62,3245,Urbana,En Operación,Templo,No Aplica,San Sebastián Martir
63,2269,Urbana,En Operación,Escuela,Primaria,República Francesa
64,8135,Urbana,En Operación,Escuela,Medio Superior,Alexander Bain
65,8251,Urbana,En Operación,Templo,No Aplica,Cuevita
66,4727,Urbana,En Operación,Templo,No Aplica,San Sebastián Martir
67,4728,Urbana,En Operación,Centro de Asistencia Médica,Centro de Rehabilitación,Centro de Habilitación Integración para Personas Invidentes CHIPI
68,3080,Urbana,En Operación,Templo,No Aplica,Nuestra Señora de la Esperanza
69,4378,Urbana,En Operación,Templo,No Aplica,Ninguno
70,2048,Urbana,En Operación,Escuela,Primaria,Zimbabwe
71,2049,Urbana,En Operación,Escuela,Preescolar,Totomcalli
72,2050,Urbana,En Operación,Escuela,Primaria,Luxemburgo
73,2051,Urbana,En Operación,Escuela,Primaria,Matilde Acosta
74,7168,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,La Cascada
75,7169,Urbana,En Operación,Templo,No Aplica,Nuestra Señora de Guadalupe la Cascada
76,3067,Urbana,En Operación,Escuela,Secundaria,Telesecundaria 03
77,2052,Urbana,En Operación,Templo,No Aplica,La Asunción de Nuestra Señora
78,7946,Urbana,En Operación,Escuela,Preescolar,Colegio Reino Americano
79,7073,Urbana,En Operación,Escuela,Preescolar,Instituto Mexicano Yancuic
80,7170,Urbana,En Operación,Templo,No Aplica,Cristo Resucitado
81,8267,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Doctor Manuel B. Márquez Escobedo
82,8268,Urbana,En Operación,Escuela,Preescolar,León Guzmán
83,7947,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Garcimarrero
84,7074,Urbana,En Operación,Escuela,Preescolar,Colegio Niños del Mundo
85,7075,Urbana,En Operación,Templo,No Aplica,Monte Carmelo
86,8269,Urbana,En Operación,Escuela,Primaria,Héroes de la Naval
87,8270,Urbana,En Operación,Templo,No Aplica,San Vicente de Paul
88,4379,Urbana,En Operación,Escuela,Primaria,Profesor Luis Audirac Gálvez
89,4380,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Jalapa
90,7158,Urbana,En Operación,Templo,No Aplica,Ninguno
91,7133,Urbana,En Operación,Templo,No Aplica,San Rafael
92,5523,Urbana,En Operación,Templo,No Aplica,Jesús el Buen Pastor
93,5524,Urbana,En Operación,Templo,No Aplica,Ninguno
94,5525,Urbana,En Operación,Escuela,Preescolar,Giruyu
95,1908,Urbana,En Operación,Escuela,Primaria,Miguel Ángel de Quevedo
96,1909,Urbana,En Operación,Templo,No Aplica,Siloé
97,1910,Urbana,En Operación,Escuela,Preescolar,Dani Huini
98,1911,Urbana,En Operación,Escuela,Primaria,República de Jamaica
99,1912,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Doctor Eduardo Jenner
100,1913,Urbana,En Operación,Templo,No Aplica,Ninguno
101,1914,Urbana,En Operación,Templo,No Aplica,Nuestra Señora de la Asunción
102,1915,Urbana,En Operación,Templo,No Aplica,Jesucristo de los Santos de los Últimos Días
103,1916,Urbana,En Operación,Escuela,Primaria,Vasco de Quiroga
104,7134,Urbana,En Operación,Escuela,Preescolar,V del IMSS
105,7135,Urbana,En Operación,Templo,No Aplica,Divina Providencia
106,7136,Urbana,En Operación,Templo,No Aplica,Getsemani
107,7137,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,IMSS 12 Santa Fe
108,7138,Urbana,En Operación,Escuela,Preescolar,Seguro Social B
109,7088,Urbana,En Operación,Templo,No Aplica,Nuestra Señora del Rosario
110,7111,Urbana,En Operación,Templo,No Aplica,La Hermosa
111,4381,Urbana,No Aplica,Mercado,No Aplica,Jalapa
112,2034,Urbana,En Operación,Centro de Asistencia Médica,Hospital,"Centro Médico ABC, Campus Observatorio"
113,8136,Urbana,En Operación,Templo,No Aplica,Ninguno
114,7112,Urbana,En Operación,Templo,No Aplica,Fe en Cristo Jesús
115,8271,Urbana,En Operación,Escuela,Primaria,Olivar del Conde
116,8272,Urbana,En Operación,Escuela,Secundaria,Heberto Castillo Número 170
117,8273,Urbana,En Operación,Templo,No Aplica,Nuestra Señora del Sagrado Corazón y Santa Cecilia
118,5571,Urbana,En Operación,Templo,No Aplica,Cristo de la Colina
119,5572,Urbana,En Operación,Escuela,Preescolar,Andrés Quintana Roo
120,7159,Urbana,En Operación,Templo,No Aplica,Santa Catalina Labouré
121,7703,Urbana,En Operación,Escuela,Primaria,Aurelio Hidalgo
122,1917,Urbana,En Operación,Escuela,Preescolar,Vasco de Quiroga
123,4382,Urbana,En Operación,Escuela,Primaria,Doctor Salvador Nava Martinez
124,2251,Urbana,En Operación,Escuela,Superior,Colegio Internacional de Educación Superior
125,8137,Urbana,En Operación,Escuela,Medio Superior,CONALEP Álvaro Obregón ll
126,5573,Urbana,En Operación,Escuela,Primaria,María Luisa Ross
127,5574,Urbana,En Operación,Escuela,Primaria,José Inés Novelo
128,4383,Urbana,En Operación,Escuela,Preescolar,Yolopatli
129,8261,Urbana,En Operación,Escuela,Primaria,Mariano Escobedo
130,3081,Urbana,En Operación,Escuela,Preescolar,José Joaquín Fernández de Lizardi
131,7160,Urbana,En Operación,Escuela,Primaria,Josefina Rodríguez Solís
132,7161,Urbana,En Operación,Escuela,Primaria,Adolfo Ruíz Cortines
133,2035,Urbana,En Operación,Escuela,Primaria,Manuel Robledo
134,7089,Urbana,En Operación,Escuela,Primaria,Asociación de Ferreteros de México
135,7090,Urbana,En Operación,Escuela,Secundaria,Gerardo Murillo Número 246
136,7091,Urbana,En Operación,Escuela,Primaria,Maestro Leopoldo García Veyran
137,7092,Urbana,En Operación,Escuela,Preescolar,Liberales de 1857
138,7139,Urbana,En Operación,Escuela,Primaria,Profesor Manuel Quiroz Martínez
139,7140,Urbana,En Operación,Escuela,Preescolar,Alfonso Quiroz
140,7141,Urbana,En Operación,Escuela,Primaria,Rosa Mexicano
141,7142,Urbana,En Operación,Escuela,Secundaria,Temachtiani 202
142,4572,Urbana,En Operación,Escuela,Primaria,Maestro Arqueles Vela Salvatierra
143,7143,Urbana,En Operación,Escuela,Primaria,José Agustín Altamirano
144,7076,Urbana,En Operación,Escuela,Preescolar,Maestro José Calvo
145,7077,Urbana,En Operación,Escuela,Mixto,Colegio Leopoldo Kiel
146,7078,Urbana,En Operación,Escuela,Mixto,Colegio William James
147,7704,Urbana,En Operación,Escuela,Preescolar,Miguel León Portillo
148,8262,Urbana,En Operación,Templo,No Aplica,Nuestra Señora de Guadalupe
149,7948,Urbana,En Operación,Escuela,Mixto,Colegio Williams James School
150,5575,Urbana,En Operación,Escuela,Mixto,Colegio Jose Vasconcelos
151,3082,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Doctor Enrique Cabrera
152,5576,Urbana,En Operación,Escuela,Preescolar,Paulo Freire
155,4743,Urbana,No Aplica,Mercado,No Aplica,Ninguno
156,8252,Urbana,No Aplica,Mercado,No Aplica,Puente Colorado
157,5526,Urbana,No Aplica,Mercado,No Aplica,La Mexicana
158,1918,Urbana,No Aplica,Mercado,No Aplica,Santa Fe
159,4384,Urbana,No Aplica,Mercado,No Aplica,Jalapa Tepito
160,2053,Urbana,En Operación,Subestación Eléctrica,No Aplica,San Ángel
161,7144,Urbana,No Aplica,Mercado,No Aplica,Ninguno
162,7162,Urbana,No Aplica,Mercado,No Aplica,Barrio Norte
163,4744,Urbana,No Aplica,Mercado,No Aplica,Tizapan
164,5577,Urbana,No Aplica,Mercado,No Aplica,Piloto
165,7949,Urbana,No Aplica,Mercado,No Aplica,Corpus Christi
166,8274,Urbana,No Aplica,Mercado,No Aplica,Olivar del Conde
167,7113,Urbana,No Aplica,Mercado,No Aplica,José María Pinosuarez
168,7093,Urbana,No Aplica,Mercado,No Aplica,Molino de Santo Domingo
169,7145,Urbana,No Aplica,Mercado,No Aplica,Cristo Rey
170,7094,Urbana,No Aplica,Mercado,No Aplica,María G. de García Ruíz
171,7171,Urbana,No Aplica,Mercado,No Aplica,6 de Enero 1915
172,4745,Urbana,No Aplica,Mercado,No Aplica,Ninguno
173,2036,Urbana,En Operación,Centro Comercial,No Aplica,Plaza Observatorio
174,7398,Urbana,En Operación,Centro Comercial,No Aplica,Plaza Inn
175,4573,Urbana,No Aplica,Instalación Gubernamental,Palacio Municipal,Alcaldía Álvaro Obregón
176,2037,Urbana,En Operación,Estación de Transporte Terrestre,Central de Autobuses,Terminal Poniente Observatorio
177,7458,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Club de Eventos y Fitness Gym
178,7459,Urbana,En Operación,Escuela,Preescolar,Liceo Mexicano Japonés
179,7460,Urbana,En Operación,Escuela,Mixto,La Salle Colegio Simón Bolívar
180,7461,Urbana,En Operación,Escuela,Primaria,Vermont School
181,7462,Urbana,En Operación,Escuela,Preescolar,Simón Bolívar
182,464,Urbana,En Operación,Instalación Deportiva o Recreativa,Áreas Verdes,Ninguno
183,7463,Urbana,En Operación,Escuela,Mixto,Colegio Francés del Pedregal
184,7464,Urbana,En Operación,Escuela,Preescolar,Colegio Sherwood
185,7465,Urbana,En Operación,Escuela,Preescolar,La Casa del Niño Montessori School
186,7446,Urbana,En Operación,Templo,No Aplica,Ninguno
187,7447,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
188,7448,Urbana,En Operación,Escuela,Preescolar,Cedros
189,7449,Urbana,En Operación,Escuela,Superior,Universidad Motolinía
190,3241,Urbana,En Operación,Escuela,Preescolar,Highlands Preschool
191,7450,Urbana,En Operación,Escuela,Mixto,Colegio Peterson
192,2935,Urbana,En Operación,Escuela,Preescolar,Margarita Estevane
193,7713,Urbana,No Aplica,Cementerio,No Aplica,Ninguno
194,7705,Urbana,En Operación,Instalación Deportiva o Recreativa,Áreas Verdes,Reserva Ecológica Torres de Potrero
195,7706,Urbana,En Operación,Instalación de Servicios,Centro de Asistencia Social,Torres de Potrero
196,2936,Urbana,En Operación,Instalación de Servicios,Centro de Asistencia Social,Centro de Desarrollo Comunitario Lomas de la Era
197,3242,Urbana,En Operación,Instalación Deportiva o Recreativa,Áreas Verdes,Parque Teololco
198,3243,Urbana,En Operación,Escuela,Primaria,John F. Kennedy
199,7451,Urbana,En Operación,Escuela,Mixto,Instituto Alexander Bain
200,7452,Urbana,En Operación,Escuela,Mixto,Colegio Princeton
201,7722,Urbana,En Operación,Escuela,Primaria,Madre Mexicana
202,7723,Urbana,En Operación,Escuela,Primaria,Genova García Nava
203,7714,Urbana,En Operación,Escuela,Preescolar,República de Kenia
204,7715,Urbana,En Operación,Escuela,Primaria,Carmen Serdán
205,7724,Urbana,En Operación,Escuela,Secundaria,José Guadalupe Posada
206,7716,Urbana,En Operación,Instalación Deportiva o Recreativa,Cancha,Ninguno
207,7421,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,El Batán
208,7422,Urbana,En Operación,Escuela,Superior,CESSA Universidad Campus San Ángel
209,7423,Urbana,En Operación,Escuela,Mixto,Colegio Van Dyck
210,7424,Urbana,En Operación,Escuela,Secundaria,Bicentenario de la Independencia
211,7717,Urbana,No Aplica,Cementerio,No Aplica,Panteón Santa Rosa
212,7425,Urbana,En Operación,Escuela,Primaria,General Juan N. Álvarez
213,7718,Urbana,No Aplica,Cementerio,No Aplica,Ninguno
214,7426,Urbana,En Operación,Escuela,Medio Superior,CECATI 2
215,4746,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Hospital de Gineco Obstetricia Número 4 Luis Castelazo Ayala IMSS
216,5386,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
217,2252,Urbana,En Operación,Templo,No Aplica,Nuestra Señora de Guadalupe
218,5387,Urbana,En Operación,Escuela,Primaria,Ingeniero Javier Barros Sierra
219,5388,Urbana,En Operación,Templo,No Aplica,San José
220,7427,Urbana,En Operación,Escuela,Superior,Instituto Internacional de Estudios Superiores
221,7428,Urbana,En Operación,Templo,No Aplica,Angelicana de México
222,3745,Urbana,No Aplica,Cementerio,No Aplica,San Rafael
223,4747,Urbana,En Operación,Templo,No Aplica,Nuestra Señora de Guadalupeño Tizapán
224,5389,Urbana,En Operación,Instalación Deportiva o Recreativa,Áreas Verdes,Ninguno
225,2253,Urbana,En Operación,Escuela,Mixto,Centro Educativo Olivar
226,5390,Urbana,En Operación,Subestación Eléctrica,No Aplica,CFE
227,7429,Urbana,En Operación,Escuela,Mixto,Colegio Federico Froebel
228,4748,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Vicentino y Casa Hogar
229,4749,Urbana,En Operación,Centro de Asistencia Médica,Hospital,San Ángel Inn
230,4750,Urbana,En Operación,Escuela,Primaria,Alberto Lenz
231,4751,Urbana,En Operación,Escuela,Secundaria,Manuel Sandoval Vallarta
232,2254,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,IMSS Unidad Medica de Atención Ambulatoria Número 161
233,5567,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
234,2255,Urbana,En Operación,Templo,No Aplica,San José
235,5568,Urbana,En Operación,Escuela,Mixto,Centro de Atención Múltiple
236,4752,Urbana,En Operación,Escuela,Primaria,Ricardo Gómez
237,4753,Urbana,En Operación,Escuela,Secundaria,Federal Diurna Número 261
238,4754,Urbana,En Operación,Escuela,Preescolar,Tizapán
239,2256,Urbana,En Operación,Escuela,Primaria,Maestro Enrique Coca Pérez
240,4755,Urbana,En Operación,Escuela,Mixto,Colegio Jesús de Quiroga IAP
241,4756,Urbana,En Operación,Escuela,Primaria,Melchor Múzquiz
242,2257,Urbana,En Operación,Escuela,Preescolar,Carlos Perraul
243,7405,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Ninguno
244,2258,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
245,2925,Urbana,En Operación,Templo,No Aplica,Santa María de la Natividad
246,2926,Urbana,En Operación,Escuela,Primaria,Batallón de San Patricio
247,7406,Urbana,En Operación,Escuela,Superior,Instituto Tecnológico Autónomo de México
248,2927,Urbana,En Operación,Instalación Deportiva o Recreativa,Cancha,Ninguno
249,5569,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
250,7407,Urbana,En Operación,Escuela,Primaria,Doctor Porfirio Parra
251,7408,Urbana,No Aplica,Plaza,No Aplica,Ninguno
252,3246,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Doctor Germán Díaz Lombardo
253,7409,Urbana,En Operación,Templo,No Aplica,Templo del Carmen de San Ángel
254,7410,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Ninguno
255,3247,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Monumento a Álvaro Obregón
256,8253,Urbana,En Operación,Escuela,Primaria,Ford 20
257,7411,Urbana,En Operación,Escuela,Primaria,Gaspar Melchor de Jovellanos
258,8138,Urbana,No Aplica,Cementerio,No Aplica,Panteón Jardín
259,7950,Urbana,No Aplica,Cementerio,No Aplica,Nuevo Panteón Jardín
260,3248,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Ninguno
261,8139,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Ninguno
262,3249,Urbana,En Operación,Escuela,Medio Superior,Prepa UP
263,3250,Urbana,En Operación,Escuela,Mixto,Fernando R.  Rodríguez
264,3251,Urbana,En Operación,Templo,No Aplica,Puerta de Salvación
265,4729,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Ninguno
266,8140,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
267,4730,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Ninguno
268,2270,Urbana,En Operación,Instalación Deportiva o Recreativa,Áreas Verdes,Ninguno
269,2271,Urbana,En Operación,Escuela,Preescolar,Profesora Elsa Castro Ulloa
270,4731,Urbana,En Operación,Templo,No Aplica,San Juan Pablo II y Santo Tomás Moro
271,8141,Urbana,En Operación,Escuela,Primaria,Profesora Virginia Rivera Lozano
272,2272,Urbana,En Operación,Escuela,Secundaria,Profesor Gabino A. Palma
273,8142,Urbana,En Operación,Escuela,Mixto,Alexander Bain
274,8143,Urbana,En Operación,Escuela,Preescolar,Las Águilas
275,8144,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Cruz Roja Mexicana
276,8145,Urbana,En Operación,Escuela,Preescolar,Emiliano Robles León
277,2273,Urbana,En Operación,Templo,No Aplica,La Purísima Concepción
278,7951,Urbana,En Operación,Escuela,Primaria,José María Tapia Freyding
279,4732,Urbana,En Operación,Escuela,Preescolar,Oaks Family Preschool
280,1919,Urbana,En Operación,Escuela,Superior,Universidad del Tecnológico de Monterrey
281,3083,Urbana,En Operación,Escuela,Primaria,Toribio Velasco Frías
282,7399,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
283,4733,Urbana,En Operación,Escuela,Mixto,Rootland
284,4734,Urbana,En Operación,Templo,No Aplica,Convento de las Madres Capuchinas
285,3084,Urbana,En Operación,Escuela,Preescolar,Yeyetzi
286,8146,Urbana,En Operación,Templo,No Aplica,Jesucristo de Todos los Santos de los Últimos Días
287,4735,Urbana,En Operación,Escuela,Preescolar,Silvestre Revueltas
288,8147,Urbana,En Operación,Escuela,Mixto,Instituto las Águilas
289,7952,Urbana,En Operación,Escuela,Primaria,Hermanos Galeana
290,8148,Urbana,En Operación,Templo,No Aplica,La Inmaculada y San Pío
291,8149,Urbana,En Operación,Escuela,Preescolar,Educación y Desarrollo del Infante
292,8254,Urbana,En Operación,Escuela,Primaria,Eduardo Facha Gutiérrez
293,7953,Urbana,En Operación,Templo,No Aplica,Santa Lucia
294,8150,Urbana,En Operación,Escuela,Mixto,Colegio De La Vera-Cruz
295,8151,Urbana,En Operación,Escuela,Preescolar,Kindergym
296,4736,Urbana,En Operación,Centro de Asistencia Médica,Hospital,ISSSTE Hospital Regional Licenciado Adolfo López Mateos
297,8152,Urbana,En Operación,Escuela,Primaria,Francisco Gabilondo Soler
298,4737,Urbana,En Operación,Escuela,Superior,Colegio La Salle
299,4738,Urbana,En Operación,Escuela,Mixto,Instituto Miguel Ángel
300,7954,Urbana,En Operación,Escuela,Secundaria,Carmen Serdán Número 169
301,8153,Urbana,En Operación,Escuela,Medio Superior,CUAM
302,3085,Urbana,En Operación,Escuela,Medio Superior,CONALEP Álvaro Obregón I
303,7400,Urbana,En Operación,Escuela,Primaria,Guadalupe Victoria
304,8154,Urbana,En Operación,Escuela,Mixto,Instituto Asunción
305,7955,Urbana,En Operación,Escuela,Primaria,Profesora Beatríz Ávila García
306,4739,Urbana,En Operación,Escuela,Superior,Universidad Latinoamericana
307,8155,Urbana,En Operación,Escuela,Mixto,Reina Isabel
308,1920,Urbana,En Operación,Instalación Deportiva o Recreativa,Áreas Verdes,Ninguno
309,4740,Urbana,En Operación,Escuela,Mixto,Colegio Simón Bolivar
310,7401,Urbana,En Operación,Escuela,Superior,Nacional de Educadoras
311,3086,Urbana,En Operación,Templo,No Aplica,La Iglesia de Jesucristo
312,8156,Urbana,No Aplica,Cementerio,No Aplica,Panteón Tarango
313,7956,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Corpus Christi
314,4741,Urbana,En Operación,Templo,No Aplica,Nuestra Señora del Líbano
315,3068,Urbana,En Operación,Instalación Deportiva o Recreativa,Áreas Verdes,Ninguno
316,7957,Urbana,En Operación,Escuela,Preescolar,Juan O'Gorman
317,8157,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Liga Maya
318,5578,Urbana,En Operación,Escuela,Preescolar,Félix María de Samaniego
319,7958,Urbana,En Operación,Escuela,Preescolar,Margarita Marínez Aburto
320,5579,Urbana,En Operación,Escuela,Secundaria,Diurna Número 243
321,2054,Urbana,En Operación,Escuela,Secundaria,Ramón Domínguez Ramón Número 39
322,1921,Urbana,En Operación,Escuela,Superior,Universidad Iberoamericana
323,3069,Urbana,En Operación,Escuela,Secundaria,Francisco Javier Santamarina Número 60
324,2055,Urbana,En Operación,Escuela,Primaria,Luis R. Alarcón
325,4385,Urbana,En Operación,Templo,No Aplica,Nuestra Señora de Guadalupe
326,3070,Urbana,En Operación,Templo,No Aplica,San Jerónimo Emiliani
327,2056,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Francisco P. Miranda
328,2057,Urbana,En Operación,Escuela,Secundaria,Telesecundaria 40
329,2058,Urbana,En Operación,Escuela,Medio Superior,Nacional Preparatoria Número 8
330,2059,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Instituto de Diagnóstico y Referencia
331,2060,Urbana,En Operación,Escuela,Preescolar,Dinamarca
332,2061,Urbana,En Operación,Escuela,Preescolar,Dahomey
333,2062,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Ninguno
334,5580,Urbana,En Operación,Escuela,Primaria,Maestro Candor Guajardo
335,5581,Urbana,En Operación,Escuela,Secundaria,Alejandro Von Humboldt Número 111
336,7172,Urbana,En Operación,Escuela,Primaria,Molino de Rosas
337,7173,Urbana,En Operación,Escuela,Primaria,Román Saldaña Oro
338,8275,Urbana,En Operación,Escuela,Primaria,Juan A. Mateos
339,8276,Urbana,En Operación,Escuela,Preescolar,Tlazotli
340,7174,Urbana,En Operación,Escuela,Primaria,Club de Leones Número 4
341,8277,Urbana,En Operación,Templo,No Aplica,Santa Cecilia
342,8278,Urbana,En Operación,Escuela,Primaria,República del Congo
343,5582,Urbana,En Operación,Escuela,Secundaria,Jesús Reyes Heroles Número 88
344,7175,Urbana,En Operación,Escuela,Primaria,Amistad Mundial
345,5583,Urbana,En Operación,Templo,No Aplica,Nuestra Señora de Guadalupe Estrella de la Evangelización
346,7079,Urbana,En Operación,Escuela,Preescolar,Pablo Casals
347,7080,Urbana,En Operación,Escuela,Primaria,Doctor Samuel Ramos
348,5584,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Ampliación Presidente
349,5585,Urbana,En Operación,Escuela,Preescolar,Acaxochitl
350,7081,Urbana,En Operación,Escuela,Medio Superior,CETIS Número 10
351,7082,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
352,4386,Urbana,En Operación,Escuela,Preescolar,María Evelin
353,5586,Urbana,En Operación,Escuela,Preescolar,Ricardo Z. Buitrón
354,7163,Urbana,En Operación,Escuela,Primaria,Valentín Vázquez Nava
355,5587,Urbana,En Operación,Templo,No Aplica,San José Esposo de María
356,1922,Urbana,En Operación,Escuela,Primaria,General Antonio Rosales
357,4387,Urbana,En Operación,Escuela,Primaria,Carlos A. Pereyra
358,4388,Urbana,En Operación,Templo,No Aplica,San Rafael
359,7083,Urbana,No Aplica,Cementerio,No Aplica,Panteón Guadalupe Mixcoac
360,7164,Urbana,En Operación,Templo,No Aplica,Ninguno
361,7165,Urbana,En Operación,Escuela,Primaria,Profesor Erasto Valle Alcaraz
362,7166,Urbana,En Operación,Instalación Deportiva o Recreativa,Cancha,Ninguno
363,7167,Urbana,En Operación,Escuela,Secundaria,Diurna Número 328
364,1923,Urbana,En Operación,Escuela,Secundaria,Vasco de Quiroga Número 232
