id_equip_urbano,id_espacio,ambito,condicion,geografico,tipo,nombre
3620,591,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Cruz Roja Mexicana
3621,592,Urbana,En Operación,Escuela,Preescolar,Anahuac
3622,1945,Urbana,No Aplica,Mercado,No Aplica,Carrera Lardizabal
3623,1946,Urbana,En Operación,Escuela,Secundaria,Número 63 Angel Miranda Basurto
3624,1947,Urbana,En Operación,Templo,No Aplica,Nuestra Señora de los Dolores
3625,6072,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Clínica de Medicina Familiar Aragón ISSSTE
3626,786,Urbana,No Aplica,Mercado,No Aplica,Estrella
3627,787,Urbana,En Operación,Escuela,Preescolar,Britania
3628,6062,Urbana,No Aplica,Mercado,No Aplica,Ramón Corona
3629,6103,Urbana,En Operación,Templo,No Aplica,Jesucristo de los Santos de los últimos Días
3630,6096,Urbana,En Operación,Escuela,Primaria,Instituto Guadalupe Insurgentes
3631,6097,Urbana,No Aplica,Mercado,No Aplica,Alfredo Robles Domínguez
3632,6098,Urbana,En Operación,Escuela,Medio Superior,Instituto Guadalupe Insurgentes
3633,3621,Urbana,En Operación,Templo,No Aplica,La Divina Providencia
3634,3622,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Providencia T I
3635,3623,Urbana,En Operación,Escuela,Primaria,Japón
3636,3624,Urbana,No Aplica,Instalación Gubernamental,Palacio Municipal,Gustavo A. Madero
3637,8388,Urbana,En Operación,Escuela,Superior,Instituto Tecnológico de Gustavo A. Madero
3638,3632,Urbana,En Operación,Templo,No Aplica,San Martín de Porres
3639,3633,Urbana,En Operación,Escuela,Preescolar,Bosque Mágico
3640,1948,Urbana,En Operación,Escuela,Preescolar,Benjamín Bloom
3641,6044,Urbana,En Operación,Escuela,Mixto,Colegio Maria Curie
3642,593,Urbana,En Operación,Templo,No Aplica,San Juan María Vianey
3643,6073,Urbana,En Operación,Escuela,Primaria,Profesor Fernando Best
3644,6074,Urbana,No Aplica,Mercado,No Aplica,Ferroplaza
3645,6075,Urbana,En Operación,Templo,No Aplica,Nuestra Señora de la Luz
3646,6076,Urbana,En Operación,Escuela,Preescolar,Colegio Luz del Tepeyac
3647,6045,Urbana,No Aplica,Mercado,No Aplica,María Esthér Zuno de Echeverría
3648,6077,Urbana,En Operación,Escuela,Primaria,Teodoro Montiel
3649,3517,Urbana,En Operación,Escuela,Mixto,Centro Educativo Tepeyac
3650,3518,Urbana,En Operación,Escuela,Preescolar,Villa Educativa
3651,6173,Urbana,En Operación,Escuela,Primaria,Generación 21-22
3652,6174,Urbana,En Operación,Escuela,Preescolar,Capultitlan
3653,6175,Urbana,En Operación,Templo,No Aplica,San Judas Tadeo
3654,6176,Urbana,En Operación,Centro Comercial,No Aplica,Parque Lindavista
3655,6159,Urbana,En Operación,Templo,No Aplica,Jesús el Buen Pastor
3656,6160,Urbana,En Operación,Templo,No Aplica,Cenáculo del Espíritu Santo
3657,6161,Urbana,No Aplica,Mercado,No Aplica,Maximino Ávila Camacho
3658,6166,Urbana,En Operación,Escuela,Primaria,Rebública de Chile
3659,6167,Urbana,En Operación,Templo,No Aplica,Santa María Magdalena
3660,6168,Urbana,En Operación,Escuela,Preescolar,Miguel Hidalgo
3661,6169,Urbana,No Aplica,Mercado,No Aplica,Panamericana
3662,3625,Urbana,En Operación,Escuela,Primaria,República de Sudán
3663,3634,Urbana,En Operación,Escuela,Secundaria,José Revueltas
3664,3635,Urbana,En Operación,Escuela,Primaria,Mahatma Gandhi
3665,3636,Urbana,En Operación,Escuela,Preescolar,Telpochcalli
3666,6204,Urbana,En Operación,Centro Comercial,No Aplica,Plaza Oriente
3667,3637,Urbana,En Operación,Templo,No Aplica,Iglesia Nacional Presbiteriana Jesús es el Camino
3668,3638,Urbana,En Operación,Escuela,Primaria,Profesor Carlos B. Munguía
3669,772,Urbana,En Operación,Escuela,Preescolar,Juan Amós Comenio
3670,3639,Urbana,En Operación,Templo,No Aplica,Santa Cecilia
3671,3640,Urbana,En Operación,Templo,No Aplica,Jesucristo de los Santos de los últimos Días
3672,3641,Urbana,No Aplica,Mercado,No Aplica,La Esmeralda
3673,3642,Urbana,En Operación,Escuela,Primaria,Manuel Ruíz Rodríguez
3674,3643,Urbana,En Operación,Escuela,Preescolar,Wolfgang Amadeus
3675,4415,Urbana,En Operación,Templo,No Aplica,Iglesia de Dios en México
3676,4416,Urbana,En Operación,Escuela,Primaria,Londrés
3677,4417,Urbana,En Operación,Templo,No Aplica,Nuestra Señora del Refugio
3678,4418,Urbana,No Aplica,Mercado,No Aplica,Martín Carrera
3679,4419,Urbana,En Operación,Escuela,Mixto,Colegio Zacatecas
3680,4420,Urbana,No Aplica,Mercado,No Aplica,Villa Comidas
3681,4421,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Doctor Manuel Cárdenas de la Vega T III
3682,6046,Urbana,En Operación,Escuela,Primaria,Insurgente Morelos
3683,4422,Urbana,En Operación,Escuela,Preescolar,Japón
3684,6047,Urbana,No Aplica,Mercado,No Aplica,Zona 34 Villa
3685,6104,Urbana,En Operación,Escuela,Secundaria,Secundaria Para Trabajadores Número 39
3686,6063,Urbana,En Operación,Escuela,Mixto,Fundación Mier y Pesado
3687,3519,Urbana,En Operación,Escuela,Primaria,Maestra Guadalupe Nuñez y Parra
3688,3520,Urbana,En Operación,Escuela,Medio Superior,Centro de Capacitación para el Trabajo Industrial Número 74 CECATI
3689,3521,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Clínica de Medicina Familiar Gustavo A. Madero ISSSTE
3690,6048,Urbana,No Aplica,Mercado,No Aplica,Hidalgo
3691,6049,Urbana,En Operación,Templo,No Aplica,Basílica de Guadalupe
3692,6050,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Hospital Pediátrico Villa
3693,3522,Urbana,En Operación,Templo,No Aplica,Ninguno
3694,6177,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Unidad de Medicina Física y Rehabilitación Norte
3695,6178,Urbana,En Operación,Escuela,Secundaria,República de Paraguay
3696,6179,Urbana,En Operación,Escuela,Medio Superior,Escuela Nacional Preparatoria Número 9 Pedro de Alba ENP-UNAM
3697,6180,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Hospital General de Zona Insurgentes Número 24
3698,6181,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Hospital Regional Primero de Octubre
3699,5817,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Hospital de Ginecopediatría
3700,3544,Urbana,En Operación,Escuela,Secundaria,Carlos Casas Campillo
3701,3545,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,NInguno
3702,3546,Urbana,En Operación,Escuela,Secundaria,Luis López Antúnes
3703,3547,Urbana,En Operación,Templo,No Aplica,Nuestra Señora de Lourdes
3704,3548,Urbana,No Aplica,Mercado,No Aplica,Magdalena de las Salinas
3705,3549,Urbana,No Aplica,Mercado,No Aplica,Magdalena de las Salinas
3706,3658,Urbana,No Aplica,Mercado,No Aplica,San Felipe
3707,4423,Urbana,En Operación,Escuela,Primaria,Merced Hidalgo Monroy de la Torre
3708,4424,Urbana,En Operación,Escuela,Primaria,General Vicente Guerrero
3709,4425,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Deportivo Popular
3710,3659,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,25 de Julio T II
3711,7025,Urbana,En Operación,Escuela,Secundaria,República de Nicaragua
3712,773,Urbana,No Aplica,Cementerio,No Aplica,Atzacoalco Viejo
3713,6153,Urbana,En Operación,Escuela,Primaria,Lorenzo Pedrero Padilla
3714,3531,Urbana,En Operación,Escuela,Primaria,Cuauhtémoc
3715,6051,Urbana,En Operación,Escuela,Mixto,Las Rosas
3716,7262,Urbana,En Operación,Escuela,Primaria,Ignacio Mariscal
3717,3558,Urbana,En Operación,Centro Comercial,No Aplica,Plaza Lindavista
3718,6154,Urbana,En Operación,Escuela,Primaria,Francisco Nava Bañuelos
3719,3559,Urbana,En Operación,Instalación Diversa,Edificación Cultural,Centro Cultural Futurama
3720,6052,Urbana,No Aplica,Instalación Gubernamental,Palacio Municipal,Gustavo A. Madero
3721,3686,Urbana,En Operación,Escuela,Primaria,Regente Uruchurtu
3722,7263,Urbana,En Operación,Escuela,Secundaria,Telesecundaria 11
3723,3687,Urbana,En Operación,Escuela,Secundaria,Belisario Domínguez
3724,3688,Urbana,No Aplica,Cementerio,No Aplica,Santiago Atepetlac
3725,2476,Urbana,En Operación,Escuela,Mixto,Universidad del Tepeyac
3726,4919,Urbana,En Operación,Escuela,Preescolar,Profesora I. Gloria Carbajal Cal y Mayor
3727,774,Urbana,En Operación,Escuela,Preescolar,Genoveva Cortés
3728,4621,Urbana,En Operación,Escuela,Medio Superior,Colegio de Bachilleres Aragón Número 9
3729,4439,Urbana,No Aplica,Cementerio,No Aplica,Nueva Atzacoalco
3730,3626,Urbana,En Operación,Escuela,Primaria,Maestro Manuel Boneta Méndez
3731,7204,Urbana,En Operación,Escuela,Primaria,Maestro Manuel C. Tello
3732,7728,Urbana,No Aplica,Cementerio,No Aplica,Cuautepec
3733,7205,Urbana,En Operación,Escuela,Primaria,Luis Martínez Murillo
3734,5966,Urbana,En Operación,Escuela,Primaria,República de Uruguay
3735,1949,Urbana,En Operación,Escuela,Primaria,Doctor Carlos Bauer
3736,4544,Urbana,En Operación,Escuela,Preescolar,Centro Educativo Montessori
3737,2533,Urbana,En Operación,Escuela,Secundaria,Técnica 99 Amistad Británico Mexicana
3738,4545,Urbana,En Operación,Escuela,Mixto,ICEL Campus La Villa
3739,6138,Urbana,En Operación,Escuela,Superior,Escuela Superior de Ingeniería y Arquitectura Unidad Zacatenco ESIA-IPN
3740,4546,Urbana,En Operación,Escuela,Mixto,Centro de Atención Múltiple Número 79 CAM
3741,6099,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Parque de la Pasión
3742,3523,Urbana,En Operación,Escuela,Primaria,Leona Vicario
3743,3550,Urbana,En Operación,Escuela,Primaria,Doctor Atl
3744,6162,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Doctor Victorio de la Fuente Narváez
3745,4547,Urbana,En Operación,Escuela,Mixto,"Centro de Atención Múltiple Número 18, 15 de Mayo CAM"
3746,6053,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Clínica Prensa
3747,4920,Urbana,En Operación,Escuela,Medio Superior,Centro de Estudios Tecnológicos Industrial y de Servicios Número 166 CETIS
3748,5950,Urbana,En Operación,Templo,No Aplica,Nuestra Señora del Rosario
3749,6205,Urbana,No Aplica,Mercado,No Aplica,El Coyol
3750,4426,Urbana,No Aplica,Cementerio,No Aplica,Guadalupe Hidalgo
3751,3660,Urbana,En Operación,Templo,No Aplica,Parroquía del Señor de la Cañita
3752,3611,Urbana,En Operación,Escuela,Primaria,Perla S. Buck
3753,2114,Urbana,No Aplica,Mercado,No Aplica,San Juan de Aragón Segunda Sección
3754,7206,Urbana,No Aplica,Mercado,No Aplica,San Juan de Aragón Sección 7
3755,4622,Urbana,No Aplica,Mercado,No Aplica,San Juan de Aragón VI
3756,3627,Urbana,No Aplica,Mercado,No Aplica,Número 136 La Providencia
3757,3644,Urbana,No Aplica,Mercado,No Aplica,Campestre Aragón
3758,3661,Urbana,No Aplica,Mercado,No Aplica,25 de Julio
3759,6224,Urbana,En Operación,Escuela,Primaria,Manuel Gutiérrez Nájera
3760,6225,Urbana,No Aplica,Mercado,No Aplica,Vicente Guerrero
3761,6226,Urbana,En Operación,Templo,No Aplica,Centro Familiar Cristiano Adonaí
3762,6227,Urbana,En Operación,Templo,No Aplica,Nuestra Señora de los Remedios
3763,6206,Urbana,En Operación,Templo,No Aplica,Santa Irene Virgen y Mártir
3764,6207,Urbana,En Operación,Templo,No Aplica,Del Santísimo Sacramento y Nuestra Señora del Carmen
3765,4440,Urbana,En Operación,Escuela,Secundaria,Alfonso García Robles
3766,4548,Urbana,En Operación,Templo,No Aplica,Santa Isabel de Portugal
3767,4441,Urbana,En Operación,Templo,No Aplica,Ninguno
3768,3564,Urbana,En Operación,Templo,No Aplica,De la Divina Providencia
3769,3565,Urbana,No Aplica,Mercado,No Aplica,Paradero Indios Verdes
3770,4549,Urbana,No Aplica,Mercado,No Aplica,Santa Isabel Tola
3771,4442,Urbana,No Aplica,Mercado,No Aplica,4 de Febrero
3772,4443,Urbana,No Aplica,Mercado,No Aplica,Gabriel Hernández
3773,571,Urbana,En Operación,Templo,No Aplica,Jesucristo de los Santos de los últimos Días
3774,3612,Urbana,No Aplica,Mercado,No Aplica,San Felipe de Jesús
3775,1950,Urbana,En Operación,Escuela,Medio Superior,Centro de Capacitación para el Trabajo Industrial Número 12 CECATI
3776,6131,Urbana,En Operación,Escuela,Primaria,Fuerte de Loreto
3777,791,Urbana,No Aplica,Mercado,No Aplica,Lindavista Vallejo Patera
3778,792,Urbana,En Operación,Escuela,Medio Superior,Colegio de Bachilleres Plantel 2 Cien Metros
3779,6139,Urbana,En Operación,Centro Comercial,No Aplica,Walmart Plaza Torres
3780,572,Urbana,En Operación,Escuela,Primaria,Tonatiuh
3781,793,Urbana,En Operación,Escuela,Secundaria,República de Filipinas
3782,4550,Urbana,En Operación,Escuela,Secundaria,Alfredo Nobel
3783,6132,Urbana,No Aplica,Mercado,No Aplica,Santa María Ticomán
3784,4467,Urbana,En Operación,Centro Comercial,No Aplica,Bodega Aurrera Ticomán
3785,4468,Urbana,En Operación,Templo,No Aplica,Purísima Concepción
3786,4469,Urbana,En Operación,Escuela,Preescolar,Miel y Mar
3787,4412,Urbana,En Operación,Escuela,Primaria,Profesora Consuelo Martínez de Cuervo
3788,4470,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Ticomán
3789,4471,Urbana,En Operación,Escuela,Primaria,Instituto Graham Bell
3790,4472,Urbana,En Operación,Escuela,Superior,Escuela Nacional de Medicina y Homeopatía ENMH-IPN
3791,6140,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Centro Nacional de la Transfusión Sanguínea
3792,3198,Urbana,No Aplica,Mercado,No Aplica,San Pedro Zacatenco
3793,794,Urbana,En Operación,Templo,No Aplica,Bartolomé Laurel y Bartolomé Gutiérrez
3794,4473,Urbana,En Operación,Templo,No Aplica,Jesucristo de los Santos de los últimos Días
3795,4474,Urbana,En Operación,Templo,No Aplica,Ninguno
3796,3400,Urbana,En Operación,Instalación Diversa,Edificación Cultural,Ninguno
3797,3199,Urbana,En Operación,Instalación de Servicios,Centro de Asistencia Social,Zacatenco
3798,1951,Urbana,En Operación,Escuela,Medio Superior,Salvador Allende
3799,6155,Urbana,En Operación,Escuela,Preescolar,Siria
3800,4921,Urbana,En Operación,Escuela,Secundaria,Técnica 50 Ingeniero Wilfrido Massieu
3801,3412,Urbana,En Operación,Escuela,Preescolar,República Mexicana
3802,5934,Urbana,En Operación,Escuela,Preescolar,Bertrand Rusell
3803,7682,Urbana,En Operación,Escuela,Medio Superior,Colegio Nacional de Educación Profesional Técnica José Antonio Padilla CONALEP
3804,7678,Urbana,En Operación,Escuela,Primaria,Juan de Dios Bátiz
3805,7729,Urbana,No Aplica,Mercado,No Aplica,Cuautepec
3806,4475,Urbana,En Operación,Escuela,Mixto,Colegio Las Rosas
3807,617,Urbana,En Operación,Escuela,Secundaria,Diurna 93 Martín Luis Guzmán
3808,7026,Urbana,En Operación,Escuela,Primaria,Tezozomoc
3809,6163,Urbana,En Operación,Escuela,Medio Superior,Colegio de Ciencias y Humanidades Plantel Vallejo CCH-UNAM
3810,6054,Urbana,En Operación,Escuela,Mixto,María Luisa Godeau
3811,3645,Urbana,En Operación,Escuela,Secundaria,Técnica 30 Ingeniero Alejandro Guillot Shiaffino
3812,3646,Urbana,En Operación,Escuela,Primaria,Ramón López Velarde
3813,3419,Urbana,En Operación,Escuela,Preescolar,Amanecer Otlahui
3814,3420,Urbana,En Operación,Templo,No Aplica,Nuestra Señora del Carmen
3815,3423,Urbana,En Operación,Escuela,Primaria,General Lázaro Cárdenas
3816,573,Urbana,En Operación,Escuela,Primaria,Profesor Roberto Martínez F.
3817,2557,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Unidad de Medicina Familiar Casas Alemán Número 94 IMSS
3818,5449,Urbana,En Operación,Escuela,Secundaria,Diurna 259 Gustavo A. Madero
3819,574,Urbana,No Aplica,Mercado,No Aplica,Ninguno
3820,4922,Urbana,En Operación,Escuela,Secundaria,Diurna 240
3821,3200,Urbana,En Operación,Escuela,Primaria,Centro Pedagógico Lindavista
3822,3201,Urbana,En Operación,Templo,No Aplica,San Pedro Apóstol
3823,1952,Urbana,En Operación,Templo,No Aplica,Jesucristo de los Santos de los últimos Días
3824,808,Urbana,En Operación,Escuela,Mixto,Nueva Escuela Justo Sierra
3825,6228,Urbana,En Operación,Escuela,Preescolar,Licenciado José Vasconcelos
3826,3613,Urbana,En Operación,Templo,No Aplica,San Felipe de Jesús
3827,3614,Urbana,En Operación,Escuela,Mixto,Colegio Eduardo Jenner
3828,1953,Urbana,En Operación,Escuela,Primaria,Instituto Bemor
3829,575,Urbana,En Operación,Escuela,Secundaria,Diurna 251
3830,576,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Materno Infantil Cuautepec
3831,3424,Urbana,No Aplica,Mercado,No Aplica,Zona Escolar
3832,3670,Urbana,En Operación,Templo,No Aplica,Parroquia de Nuestra Señora de la Salud
3833,7224,Urbana,No Aplica,Mercado,No Aplica,Cuchilla del Tesoro
3834,6055,Urbana,En Operación,Escuela,Mixto,Colegio Francés Juana de Arco
3835,3452,Urbana,No Aplica,Mercado,No Aplica,10 de Mayo
3836,6056,Urbana,En Operación,Escuela,Secundaria,Eliseo García Escobedo
3837,6057,Urbana,En Operación,Escuela,Preescolar,Ignacio Zaragoza
3838,604,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Deportivo Gertrudis Sánchez
3839,4940,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Hospital Pediátrico San Juan de Aragón
3840,4427,Urbana,En Operación,Escuela,Primaria,Juana de Asbaje
3841,3628,Urbana,En Operación,Escuela,Preescolar,Centro de Desarrollo Infantil Providencia CENDI
3842,618,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Clínica Número 23 Unidad Morelos IMSS
3843,7027,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Clínica Número 36 IMSS
3844,6064,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,María Luisa
3845,6058,Urbana,No Aplica,Plaza,No Aplica,Mariana
3846,577,Urbana,En Operación,Escuela,Preescolar,El Arbolillo
3847,578,Urbana,En Operación,Escuela,Secundaria,Diurna 144 Licenciado Adolfo López Mateos
3848,579,Urbana,En Operación,Escuela,Preescolar,Josefa Ortíz de Domínguez
3849,580,Urbana,En Operación,Escuela,Primaria,Emilio Bravo
3850,5925,Urbana,En Operación,Escuela,Primaria,Gregorio Torres Quintero
3851,3413,Urbana,En Operación,Escuela,Secundaria,Ana María Gallaga Mandarte y Villaseñor
3852,538,Urbana,En Operación,Escuela,Preescolar,Demetrio Sodi Pallares
3853,539,Urbana,En Operación,Escuela,Secundaria,Quaucalli
3854,594,Urbana,En Operación,Escuela,Secundaria,Doctor Enrique González Martínez
3855,595,Urbana,En Operación,Escuela,Primaria,República de Pakistan
3856,7028,Urbana,En Operación,Escuela,Preescolar,Carmen Serdán
3857,6111,Urbana,En Operación,Escuela,Mixto,Centro Universitario Patria
3858,6112,Urbana,En Operación,Escuela,Mixto,Instituto Ateniense
3859,6113,Urbana,En Operación,Escuela,Primaria,Gabriela Brimmer
3860,3431,Urbana,En Operación,Escuela,Preescolar,Mamundi
3861,3414,Urbana,En Operación,Escuela,Primaria,Jerónimo Mariano Usera y Alarcón
3862,4923,Urbana,En Operación,Templo,No Aplica,Nuestra Señora de Guadalupe
3863,7755,Urbana,En Operación,Templo,No Aplica,Recinto Espiritualista Árbol de la Vida
3864,540,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Diana Laura Riojas de Colosio T I
3890,3397,Urbana,En Operación,Escuela,Primaria,Cuauhtepec
3891,3509,Urbana,En Operación,Escuela,Primaria,Profesor Celso Flores Zamora
3892,3629,Urbana,En Operación,Escuela,Secundaria,Otilio Edmundo Montaño
3893,6241,Urbana,En Operación,Escuela,Primaria,Profesor Carlos Fuentes Martínez
3894,918,Urbana,En Operación,Escuela,Primaria,Profesor Quintil Gómez Álvarez
3895,919,Urbana,En Operación,Escuela,Secundaria,Telesecundaria 127
3896,920,Urbana,En Operación,Escuela,Primaria,Profesor Daniel Delgadillo
3897,921,Urbana,En Operación,Escuela,Preescolar,Juan Escutia
3898,922,Urbana,En Operación,Escuela,Primaria,Héroe Antonio Reyes
3899,3615,Urbana,En Operación,Escuela,Primaria,Profesor Pablo Damian González
3900,3671,Urbana,En Operación,Escuela,Primaria,Calmecac
3901,2115,Urbana,En Operación,Escuela,Medio Superior,"Centro de Estudios, Científicos y Tecnológicos Número 10 Carlos Vallejo Márquez CECyT-IPN"
3902,6065,Urbana,En Operación,Escuela,Primaria,Emiliano Zapata
3903,6066,Urbana,En Operación,Escuela,Primaria,Profesor Jesús Romero Flores
3904,6067,Urbana,En Operación,Escuela,Preescolar,Angel del Campo
3905,6100,Urbana,En Operación,Escuela,Primaria,Licenciado Juan Antonio de la Fuente
3906,6101,Urbana,En Operación,Escuela,Preescolar,Concepción Sierra Lanz Duret
3907,4413,Urbana,En Operación,Escuela,Preescolar,David Alfaro Siqueiros
3908,6229,Urbana,En Operación,Escuela,Primaria,Belice
3909,6230,Urbana,En Operación,Escuela,Secundaria,Número 271 Alvaro Obregón
3910,6231,Urbana,En Operación,Escuela,Preescolar,Emma Olguín Hermida
3911,3510,Urbana,En Operación,Escuela,Medio Superior,Colegio Nacional de Educación Profesional Técnica Gustavo A. Madero II CONALEP
3912,3432,Urbana,En Operación,Escuela,Secundaria,República de Colombia
3913,5928,Urbana,En Operación,Escuela,Medio Superior,Centro Escolar Benemérito de las Americas
3914,5935,Urbana,En Operación,Escuela,Preescolar,Ermilio Abreu Gómez
3915,3674,Urbana,En Operación,Escuela,Preescolar,María Pérez Valienta
3916,3675,Urbana,En Operación,Escuela,Primaria,Mártires de Uruapan
3917,3676,Urbana,En Operación,Escuela,Primaria,Alfonso Pruneda
3918,529,Urbana,En Operación,Escuela,Preescolar,John Dewey
3919,541,Urbana,En Operación,Escuela,Secundaria,Álvaro Gálvez y Fuentes
3920,3415,Urbana,En Operación,Escuela,Primaria,Jorge Casahonda Castillo
3921,5936,Urbana,En Operación,Escuela,Primaria,Lucas Ortíz Benítez
3922,5937,Urbana,En Operación,Escuela,Primaria,Educación Para Todos
3923,7029,Urbana,En Operación,Escuela,Mixto,Instituto Inglés Maxwell
3924,6133,Urbana,En Operación,Escuela,Superior,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas UPIITA-IPN
3925,6208,Urbana,En Operación,Escuela,Medio Superior,Escuela Nacional Preparatoria Número 3 Justo Sierra ENP-UNAM
3926,6209,Urbana,En Operación,Centro Comercial,No Aplica,Eduardo Molina
3927,7030,Urbana,En Operación,Escuela,Primaria,Tata Vasco
3928,7031,Urbana,En Operación,Escuela,Primaria,Maestro Silio R. Escalante
3929,7032,Urbana,En Operación,Escuela,Primaria,Doctor Cayetano Andrade
3930,5967,Urbana,En Operación,Escuela,Primaria,María de Jesús Santa Olaya López
3931,7756,Urbana,En Operación,Escuela,Secundaria,República de Guatemala
3932,7757,Urbana,En Operación,Escuela,Primaria,Maestro Carlos González Peña
3933,806,Urbana,En Operación,Escuela,Primaria,Defensores de la República
3934,807,Urbana,En Operación,Escuela,Primaria,Defensor de Anáhuac
3935,3647,Urbana,En Operación,Escuela,Primaria,Kukulcán
3936,3648,Urbana,En Operación,Escuela,Preescolar,Profesora Amalia Perla Méndez Ramos
3937,6210,Urbana,En Operación,Escuela,Primaria,Anastasio Gaona Durán
3938,6211,Urbana,En Operación,Escuela,Secundaria,Augusto César Sandino
3939,6212,Urbana,En Operación,Escuela,Preescolar,Organización Mundial de Educación Preescolar
3940,3672,Urbana,En Operación,Escuela,Primaria,Gertrudis Bocanegra de Lazo de la Vega
3941,3616,Urbana,En Operación,Escuela,Preescolar,Vicente Riva Palacios
3942,3649,Urbana,En Operación,Escuela,Primaria,Hidroeléctrica de Cupatitzio
3943,3650,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Bicentenario
3944,3662,Urbana,En Operación,Escuela,Primaria,Suave Patria
3945,3663,Urbana,En Operación,Escuela,Preescolar,Esperanza García Conde de Nyssen
3946,3664,Urbana,En Operación,Escuela,Primaria,Maestro Enrique Conrado Rébsamen
3947,3665,Urbana,En Operación,Escuela,Primaria,Licenciado Alfredo Bonfíl Pinto
3948,3666,Urbana,En Operación,Escuela,Secundaria,Margarita Maza de Juárez
3949,3667,Urbana,En Operación,Escuela,Primaria,Quetzalcoatl
3950,2100,Urbana,En Operación,Escuela,Primaria,Coronel Silvestre López
3951,2101,Urbana,En Operación,Escuela,Secundaria,Gabino Barreda
3952,7264,Urbana,En Operación,Escuela,Medio Superior,Centro de Capacitación para el Trabajo Industrial Número 128 CECATI
3953,7265,Urbana,En Operación,Escuela,Secundaria,Técnica 90 Doctor Arturo Rosenblueth Stearns
3954,2558,Urbana,En Operación,Escuela,Primaria,Trinidad y Tobago
3955,4623,Urbana,En Operación,Escuela,Secundaria,Técnica 71
3956,4414,Urbana,En Operación,Escuela,Medio Superior,Colegio de Bachilleres Nueva Atzacoalco
3957,3421,Urbana,En Operación,Escuela,Primaria,Francisco Hernández Mercado
3958,6213,Urbana,En Operación,Escuela,Preescolar,República de Uruguay
3959,1954,Urbana,En Operación,Escuela,Primaria,Profesor Moisés Saenz
3960,1955,Urbana,En Operación,Escuela,Primaria,José María Velasco
3961,775,Urbana,En Operación,Escuela,Primaria,Profesor Rafael Ramírez
3962,3494,Urbana,En Operación,Escuela,Primaria,José López Alavéz
3963,795,Urbana,En Operación,Escuela,Primaria,Bernal Díaz del Castillo
3964,6141,Urbana,En Operación,Escuela,Superior,Escuela Superior de Cómputo ESCOM-IPN
3965,1974,Urbana,En Operación,Escuela,Primaria,Instituto Ovalle Monday
3966,4476,Urbana,En Operación,Escuela,Superior,Escuela Superior de Turismo EST-IPN
3967,6142,Urbana,En Operación,Escuela,Superior,Unidad Profesional  Adolfo López Mateos IPN
3968,6156,Urbana,En Operación,Escuela,Preescolar,Luxemburgo
3969,906,Urbana,En Operación,Escuela,Secundaria,Vasilio Badillo
3970,4477,Urbana,En Operación,Escuela,Preescolar,Doctor Atl
3971,4478,Urbana,En Operación,Escuela,Primaria,Profesor Laureano Jiménez y Coria
3972,6232,Urbana,En Operación,Escuela,Secundaria,Gilberto Borja Navarrete
3973,619,Urbana,En Operación,Escuela,Primaria,Luis G. Lozano
3974,6078,Urbana,En Operación,Escuela,Secundaria,Ingeniero Walter Cross Buchanan
3975,3524,Urbana,En Operación,Escuela,Mixto,Cultura y Patria
3976,605,Urbana,En Operación,Escuela,Mixto,Cultura y Fraternidad
3977,606,Urbana,En Operación,Escuela,Preescolar,Educadoras Mexicanas
3978,607,Urbana,En Operación,Escuela,Primaria,Manuel Ávila Camacho
3979,3525,Urbana,En Operación,Escuela,Preescolar,Margarita Maza de Juárez
3980,4624,Urbana,En Operación,Escuela,Primaria,General Pedro Ogazon
3981,4625,Urbana,En Operación,Escuela,Preescolar,Marcelino de Champagnat
3982,4626,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Rosario Ibarra de Piedra
3983,907,Urbana,En Operación,Escuela,Secundaria,Telesecundaria 39
3984,908,Urbana,En Operación,Escuela,Secundaria,José López Portillo y Weber
