id_tiempo,anio,trimestre,mes,semana_mes,semana_anio,dia_semana,dia,hora,minuto
201905131415,2019,2,5,3,20,Lunes,13,14,15
201905131420,2019,2,5,3,20,Lunes,13,14,20
201905131430,2019,2,5,3,20,Lunes,13,14,30
201905131445,2019,2,5,3,20,Lunes,13,14,45
201905131450,2019,2,5,3,20,Lunes,13,14,50
201905131455,2019,2,5,3,20,Lunes,13,14,55
201905131456,2019,2,5,3,20,Lunes,13,14,56
201905131458,2019,2,5,3,20,Lunes,13,14,58
201905131500,2019,2,5,3,20,Lunes,13,15,0
201905131505,2019,2,5,3,20,Lunes,13,15,5
201905131510,2019,2,5,3,20,Lunes,13,15,10
201905131515,2019,2,5,3,20,Lunes,13,15,15
201905131520,2019,2,5,3,20,Lunes,13,15,20
201905131525,2019,2,5,3,20,Lunes,13,15,25
201905131527,2019,2,5,3,20,Lunes,13,15,27
201905131530,2019,2,5,3,20,Lunes,13,15,30
201905131538,2019,2,5,3,20,Lunes,13,15,38
201905131540,2019,2,5,3,20,Lunes,13,15,40
201905131545,2019,2,5,3,20,Lunes,13,15,45
201905131552,2019,2,5,3,20,Lunes,13,15,52
201905131600,2019,2,5,3,20,Lunes,13,16,0
201905131601,2019,2,5,3,20,Lunes,13,16,1
201905131605,2019,2,5,3,20,Lunes,13,16,5
201905131610,2019,2,5,3,20,Lunes,13,16,10
201905131620,2019,2,5,3,20,Lunes,13,16,20
201905131623,2019,2,5,3,20,Lunes,13,16,23
201905131628,2019,2,5,3,20,Lunes,13,16,28
201905131630,2019,2,5,3,20,Lunes,13,16,30
201905131632,2019,2,5,3,20,Lunes,13,16,32
201905131640,2019,2,5,3,20,Lunes,13,16,40
201905131647,2019,2,5,3,20,Lunes,13,16,47
201905131651,2019,2,5,3,20,Lunes,13,16,51
201905131700,2019,2,5,3,20,Lunes,13,17,0
201905131715,2019,2,5,3,20,Lunes,13,17,15
201905131730,2019,2,5,3,20,Lunes,13,17,30
201905131755,2019,2,5,3,20,Lunes,13,17,55
201905131800,2019,2,5,3,20,Lunes,13,18,0
201905131815,2019,2,5,3,20,Lunes,13,18,15
201905131820,2019,2,5,3,20,Lunes,13,18,20
201905131828,2019,2,5,3,20,Lunes,13,18,28
201905131830,2019,2,5,3,20,Lunes,13,18,30
201905131840,2019,2,5,3,20,Lunes,13,18,40
201905131850,2019,2,5,3,20,Lunes,13,18,50
201905131855,2019,2,5,3,20,Lunes,13,18,55
201905131900,2019,2,5,3,20,Lunes,13,19,0
201905131905,2019,2,5,3,20,Lunes,13,19,5
201905131909,2019,2,5,3,20,Lunes,13,19,9
201905131910,2019,2,5,3,20,Lunes,13,19,10
201905131915,2019,2,5,3,20,Lunes,13,19,15
201905131920,2019,2,5,3,20,Lunes,13,19,20
201905131925,2019,2,5,3,20,Lunes,13,19,25
201905131930,2019,2,5,3,20,Lunes,13,19,30
201905131940,2019,2,5,3,20,Lunes,13,19,40
201905131950,2019,2,5,3,20,Lunes,13,19,50
201905131957,2019,2,5,3,20,Lunes,13,19,57
201905132000,2019,2,5,3,20,Lunes,13,20,0
201905132015,2019,2,5,3,20,Lunes,13,20,15
201905132020,2019,2,5,3,20,Lunes,13,20,20
201905132025,2019,2,5,3,20,Lunes,13,20,25
201905132030,2019,2,5,3,20,Lunes,13,20,30
201905132040,2019,2,5,3,20,Lunes,13,20,40
201905132045,2019,2,5,3,20,Lunes,13,20,45
201905132050,2019,2,5,3,20,Lunes,13,20,50
201905132053,2019,2,5,3,20,Lunes,13,20,53
201905132055,2019,2,5,3,20,Lunes,13,20,55
201905132100,2019,2,5,3,20,Lunes,13,21,0
201905132110,2019,2,5,3,20,Lunes,13,21,10
201905132115,2019,2,5,3,20,Lunes,13,21,15
201905132120,2019,2,5,3,20,Lunes,13,21,20
201905132123,2019,2,5,3,20,Lunes,13,21,23
201905132125,2019,2,5,3,20,Lunes,13,21,25
201905132130,2019,2,5,3,20,Lunes,13,21,30
201905132140,2019,2,5,3,20,Lunes,13,21,40
201905132145,2019,2,5,3,20,Lunes,13,21,45
201905132147,2019,2,5,3,20,Lunes,13,21,47
201905132150,2019,2,5,3,20,Lunes,13,21,50
201905132200,2019,2,5,3,20,Lunes,13,22,0
201905132213,2019,2,5,3,20,Lunes,13,22,13
201905132225,2019,2,5,3,20,Lunes,13,22,25
201905132230,2019,2,5,3,20,Lunes,13,22,30
201905132240,2019,2,5,3,20,Lunes,13,22,40
201905132245,2019,2,5,3,20,Lunes,13,22,45
201905132248,2019,2,5,3,20,Lunes,13,22,48
201905132250,2019,2,5,3,20,Lunes,13,22,50
201905132255,2019,2,5,3,20,Lunes,13,22,55
201905132300,2019,2,5,3,20,Lunes,13,23,0
201905132315,2019,2,5,3,20,Lunes,13,23,15
201905132326,2019,2,5,3,20,Lunes,13,23,26
201905132330,2019,2,5,3,20,Lunes,13,23,30
201905132335,2019,2,5,3,20,Lunes,13,23,35
201905132345,2019,2,5,3,20,Lunes,13,23,45
201905132357,2019,2,5,3,20,Lunes,13,23,57
201905139999,2019,2,5,3,20,Lunes,13,99,99
201905140000,2019,2,5,3,20,Martes,14,0,0
201905140005,2019,2,5,3,20,Martes,14,0,5
201905140010,2019,2,5,3,20,Martes,14,0,10
201905140025,2019,2,5,3,20,Martes,14,0,25
201905140030,2019,2,5,3,20,Martes,14,0,30
201905140037,2019,2,5,3,20,Martes,14,0,37
201905140055,2019,2,5,3,20,Martes,14,0,55
201905140100,2019,2,5,3,20,Martes,14,1,0
201905140200,2019,2,5,3,20,Martes,14,2,0
201905140210,2019,2,5,3,20,Martes,14,2,10
201905140230,2019,2,5,3,20,Martes,14,2,30
201905140300,2019,2,5,3,20,Martes,14,3,0
201905140321,2019,2,5,3,20,Martes,14,3,21
201905140400,2019,2,5,3,20,Martes,14,4,0
201905140430,2019,2,5,3,20,Martes,14,4,30
201905140510,2019,2,5,3,20,Martes,14,5,10
201905140515,2019,2,5,3,20,Martes,14,5,15
201905140530,2019,2,5,3,20,Martes,14,5,30
201905140535,2019,2,5,3,20,Martes,14,5,35
201905140540,2019,2,5,3,20,Martes,14,5,40
201905140600,2019,2,5,3,20,Martes,14,6,0
201905140605,2019,2,5,3,20,Martes,14,6,5
201905140610,2019,2,5,3,20,Martes,14,6,10
201905140614,2019,2,5,3,20,Martes,14,6,14
201905140615,2019,2,5,3,20,Martes,14,6,15
201905140626,2019,2,5,3,20,Martes,14,6,26
201905140630,2019,2,5,3,20,Martes,14,6,30
201905140635,2019,2,5,3,20,Martes,14,6,35
201905140640,2019,2,5,3,20,Martes,14,6,40
201905140648,2019,2,5,3,20,Martes,14,6,48
201905140700,2019,2,5,3,20,Martes,14,7,0
201905140715,2019,2,5,3,20,Martes,14,7,15
201905140725,2019,2,5,3,20,Martes,14,7,25
201905140730,2019,2,5,3,20,Martes,14,7,30
201905140735,2019,2,5,3,20,Martes,14,7,35
201905140740,2019,2,5,3,20,Martes,14,7,40
201905140745,2019,2,5,3,20,Martes,14,7,45
201905140758,2019,2,5,3,20,Martes,14,7,58
201905140800,2019,2,5,3,20,Martes,14,8,0
201905140809,2019,2,5,3,20,Martes,14,8,9
201905140810,2019,2,5,3,20,Martes,14,8,10
201905140830,2019,2,5,3,20,Martes,14,8,30
201905140839,2019,2,5,3,20,Martes,14,8,39
201905140845,2019,2,5,3,20,Martes,14,8,45
201905140850,2019,2,5,3,20,Martes,14,8,50
201905140900,2019,2,5,3,20,Martes,14,9,0
201905140915,2019,2,5,3,20,Martes,14,9,15
201905140920,2019,2,5,3,20,Martes,14,9,20
201905140930,2019,2,5,3,20,Martes,14,9,30
201905140938,2019,2,5,3,20,Martes,14,9,38
201905140942,2019,2,5,3,20,Martes,14,9,42
201905140943,2019,2,5,3,20,Martes,14,9,43
201905140945,2019,2,5,3,20,Martes,14,9,45
201905141000,2019,2,5,3,20,Martes,14,10,0
201905141005,2019,2,5,3,20,Martes,14,10,5
201905141018,2019,2,5,3,20,Martes,14,10,18
201905141030,2019,2,5,3,20,Martes,14,10,30
201905141033,2019,2,5,3,20,Martes,14,10,33
201905141035,2019,2,5,3,20,Martes,14,10,35
201905141040,2019,2,5,3,20,Martes,14,10,40
201905141045,2019,2,5,3,20,Martes,14,10,45
201905141057,2019,2,5,3,20,Martes,14,10,57
201905141100,2019,2,5,3,20,Martes,14,11,0
201905141105,2019,2,5,3,20,Martes,14,11,5
201905141110,2019,2,5,3,20,Martes,14,11,10
201905141115,2019,2,5,3,20,Martes,14,11,15
201905141120,2019,2,5,3,20,Martes,14,11,20
201905141130,2019,2,5,3,20,Martes,14,11,30
201905141140,2019,2,5,3,20,Martes,14,11,40
201905141200,2019,2,5,3,20,Martes,14,12,0
201905141215,2019,2,5,3,20,Martes,14,12,15
201905141220,2019,2,5,3,20,Martes,14,12,20
201905141222,2019,2,5,3,20,Martes,14,12,22
201905141225,2019,2,5,3,20,Martes,14,12,25
201905141230,2019,2,5,3,20,Martes,14,12,30
201905141235,2019,2,5,3,20,Martes,14,12,35
201905141237,2019,2,5,3,20,Martes,14,12,37
201905141238,2019,2,5,3,20,Martes,14,12,38
201905141245,2019,2,5,3,20,Martes,14,12,45
201905141300,2019,2,5,3,20,Martes,14,13,0
201905141313,2019,2,5,3,20,Martes,14,13,13
201905141315,2019,2,5,3,20,Martes,14,13,15
201905141316,2019,2,5,3,20,Martes,14,13,16
201905141320,2019,2,5,3,20,Martes,14,13,20
201905141330,2019,2,5,3,20,Martes,14,13,30
201905141333,2019,2,5,3,20,Martes,14,13,33
201905141335,2019,2,5,3,20,Martes,14,13,35
201905141337,2019,2,5,3,20,Martes,14,13,37
201905141338,2019,2,5,3,20,Martes,14,13,38
201905141340,2019,2,5,3,20,Martes,14,13,40
201905141347,2019,2,5,3,20,Martes,14,13,47
201905141350,2019,2,5,3,20,Martes,14,13,50
201905141355,2019,2,5,3,20,Martes,14,13,55
201905141400,2019,2,5,3,20,Martes,14,14,0
201905141405,2019,2,5,3,20,Martes,14,14,5
201905141410,2019,2,5,3,20,Martes,14,14,10
201905141413,2019,2,5,3,20,Martes,14,14,13
201905141415,2019,2,5,3,20,Martes,14,14,15
201905141420,2019,2,5,3,20,Martes,14,14,20
201905141430,2019,2,5,3,20,Martes,14,14,30
201905141436,2019,2,5,3,20,Martes,14,14,36
201905141440,2019,2,5,3,20,Martes,14,14,40
201905141450,2019,2,5,3,20,Martes,14,14,50
201905141500,2019,2,5,3,20,Martes,14,15,0
201905141505,2019,2,5,3,20,Martes,14,15,5
201905141510,2019,2,5,3,20,Martes,14,15,10
201905141512,2019,2,5,3,20,Martes,14,15,12
201905141515,2019,2,5,3,20,Martes,14,15,15
201905141520,2019,2,5,3,20,Martes,14,15,20
201905141530,2019,2,5,3,20,Martes,14,15,30
201905141535,2019,2,5,3,20,Martes,14,15,35
201905141537,2019,2,5,3,20,Martes,14,15,37
201905141540,2019,2,5,3,20,Martes,14,15,40
201905141550,2019,2,5,3,20,Martes,14,15,50
201905141600,2019,2,5,3,20,Martes,14,16,0
201905141610,2019,2,5,3,20,Martes,14,16,10
201905141620,2019,2,5,3,20,Martes,14,16,20
201905141630,2019,2,5,3,20,Martes,14,16,30
201905141638,2019,2,5,3,20,Martes,14,16,38
201905141640,2019,2,5,3,20,Martes,14,16,40
201905141650,2019,2,5,3,20,Martes,14,16,50
201905141655,2019,2,5,3,20,Martes,14,16,55
201905141700,2019,2,5,3,20,Martes,14,17,0
201905141710,2019,2,5,3,20,Martes,14,17,10
201905141715,2019,2,5,3,20,Martes,14,17,15
201905141720,2019,2,5,3,20,Martes,14,17,20
201905141725,2019,2,5,3,20,Martes,14,17,25
201905141728,2019,2,5,3,20,Martes,14,17,28
201905141730,2019,2,5,3,20,Martes,14,17,30
201905141733,2019,2,5,3,20,Martes,14,17,33
201905141735,2019,2,5,3,20,Martes,14,17,35
201905141745,2019,2,5,3,20,Martes,14,17,45
201905141750,2019,2,5,3,20,Martes,14,17,50
201905141800,2019,2,5,3,20,Martes,14,18,0
201905141805,2019,2,5,3,20,Martes,14,18,5
201905141810,2019,2,5,3,20,Martes,14,18,10
201905141820,2019,2,5,3,20,Martes,14,18,20
201905141821,2019,2,5,3,20,Martes,14,18,21
201905141830,2019,2,5,3,20,Martes,14,18,30
201905141833,2019,2,5,3,20,Martes,14,18,33
201905141840,2019,2,5,3,20,Martes,14,18,40
201905141845,2019,2,5,3,20,Martes,14,18,45
201905141850,2019,2,5,3,20,Martes,14,18,50
201905141900,2019,2,5,3,20,Martes,14,19,0
201905141907,2019,2,5,3,20,Martes,14,19,7
201905141915,2019,2,5,3,20,Martes,14,19,15
201905141916,2019,2,5,3,20,Martes,14,19,16
201905141920,2019,2,5,3,20,Martes,14,19,20
201905141922,2019,2,5,3,20,Martes,14,19,22
201905141930,2019,2,5,3,20,Martes,14,19,30
201905141935,2019,2,5,3,20,Martes,14,19,35
201905141938,2019,2,5,3,20,Martes,14,19,38
201905141940,2019,2,5,3,20,Martes,14,19,40
201905141941,2019,2,5,3,20,Martes,14,19,41
201905141950,2019,2,5,3,20,Martes,14,19,50
201905141957,2019,2,5,3,20,Martes,14,19,57
201905142000,2019,2,5,3,20,Martes,14,20,0
201905142010,2019,2,5,3,20,Martes,14,20,10
201905142015,2019,2,5,3,20,Martes,14,20,15
201905142020,2019,2,5,3,20,Martes,14,20,20
201905142030,2019,2,5,3,20,Martes,14,20,30
201905142035,2019,2,5,3,20,Martes,14,20,35
201905142045,2019,2,5,3,20,Martes,14,20,45
201905142055,2019,2,5,3,20,Martes,14,20,55
201905142100,2019,2,5,3,20,Martes,14,21,0
201905142110,2019,2,5,3,20,Martes,14,21,10
201905142115,2019,2,5,3,20,Martes,14,21,15
201905142118,2019,2,5,3,20,Martes,14,21,18
201905142120,2019,2,5,3,20,Martes,14,21,20
201905142130,2019,2,5,3,20,Martes,14,21,30
201905142135,2019,2,5,3,20,Martes,14,21,35
201905142140,2019,2,5,3,20,Martes,14,21,40
201905142145,2019,2,5,3,20,Martes,14,21,45
201905142155,2019,2,5,3,20,Martes,14,21,55
201905142200,2019,2,5,3,20,Martes,14,22,0
201905142205,2019,2,5,3,20,Martes,14,22,5
201905142215,2019,2,5,3,20,Martes,14,22,15
201905142230,2019,2,5,3,20,Martes,14,22,30
201905142300,2019,2,5,3,20,Martes,14,23,0
201905142301,2019,2,5,3,20,Martes,14,23,1
201905142310,2019,2,5,3,20,Martes,14,23,10
201905142315,2019,2,5,3,20,Martes,14,23,15
201905142316,2019,2,5,3,20,Martes,14,23,16
201905142323,2019,2,5,3,20,Martes,14,23,23
201905142325,2019,2,5,3,20,Martes,14,23,25
201905142330,2019,2,5,3,20,Martes,14,23,30
201905142335,2019,2,5,3,20,Martes,14,23,35
201905142340,2019,2,5,3,20,Martes,14,23,40
201905142343,2019,2,5,3,20,Martes,14,23,43
201905142345,2019,2,5,3,20,Martes,14,23,45
201905142350,2019,2,5,3,20,Martes,14,23,50
201905149999,2019,2,5,3,20,Martes,14,99,99
201905150000,2019,2,5,3,20,Miércoles,15,0,0
201905150022,2019,2,5,3,20,Miércoles,15,0,22
201905150023,2019,2,5,3,20,Miércoles,15,0,23
201905150030,2019,2,5,3,20,Miércoles,15,0,30
201905150040,2019,2,5,3,20,Miércoles,15,0,40
201905150055,2019,2,5,3,20,Miércoles,15,0,55
201905150100,2019,2,5,3,20,Miércoles,15,1,0
201905150130,2019,2,5,3,20,Miércoles,15,1,30
201905150132,2019,2,5,3,20,Miércoles,15,1,32
201905150200,2019,2,5,3,20,Miércoles,15,2,0
201905150230,2019,2,5,3,20,Miércoles,15,2,30
201905150241,2019,2,5,3,20,Miércoles,15,2,41
201905150300,2019,2,5,3,20,Miércoles,15,3,0
201905150315,2019,2,5,3,20,Miércoles,15,3,15
201905150320,2019,2,5,3,20,Miércoles,15,3,20
201905150326,2019,2,5,3,20,Miércoles,15,3,26
201905150345,2019,2,5,3,20,Miércoles,15,3,45
201905150400,2019,2,5,3,20,Miércoles,15,4,0
201905150415,2019,2,5,3,20,Miércoles,15,4,15
201905150528,2019,2,5,3,20,Miércoles,15,5,28
201905150530,2019,2,5,3,20,Miércoles,15,5,30
201905150550,2019,2,5,3,20,Miércoles,15,5,50
201905150600,2019,2,5,3,20,Miércoles,15,6,0
201905150615,2019,2,5,3,20,Miércoles,15,6,15
201905150620,2019,2,5,3,20,Miércoles,15,6,20
201905150630,2019,2,5,3,20,Miércoles,15,6,30
201905150635,2019,2,5,3,20,Miércoles,15,6,35
201905150640,2019,2,5,3,20,Miércoles,15,6,40
201905150645,2019,2,5,3,20,Miércoles,15,6,45
201905150648,2019,2,5,3,20,Miércoles,15,6,48
201905150650,2019,2,5,3,20,Miércoles,15,6,50
201905150700,2019,2,5,3,20,Miércoles,15,7,0
201905150711,2019,2,5,3,20,Miércoles,15,7,11
201905150715,2019,2,5,3,20,Miércoles,15,7,15
201905150730,2019,2,5,3,20,Miércoles,15,7,30
201905150740,2019,2,5,3,20,Miércoles,15,7,40
201905150745,2019,2,5,3,20,Miércoles,15,7,45
201905150747,2019,2,5,3,20,Miércoles,15,7,47
201905150755,2019,2,5,3,20,Miércoles,15,7,55
201905150800,2019,2,5,3,20,Miércoles,15,8,0
201905150810,2019,2,5,3,20,Miércoles,15,8,10
201905150815,2019,2,5,3,20,Miércoles,15,8,15
201905150820,2019,2,5,3,20,Miércoles,15,8,20
201905150830,2019,2,5,3,20,Miércoles,15,8,30
201905150845,2019,2,5,3,20,Miércoles,15,8,45
201905150900,2019,2,5,3,20,Miércoles,15,9,0
201905150915,2019,2,5,3,20,Miércoles,15,9,15
201905150920,2019,2,5,3,20,Miércoles,15,9,20
201905150930,2019,2,5,3,20,Miércoles,15,9,30
201905150940,2019,2,5,3,20,Miércoles,15,9,40
201905150945,2019,2,5,3,20,Miércoles,15,9,45
201905150950,2019,2,5,3,20,Miércoles,15,9,50
201905151000,2019,2,5,3,20,Miércoles,15,10,0
201905151020,2019,2,5,3,20,Miércoles,15,10,20
201905151030,2019,2,5,3,20,Miércoles,15,10,30
201905151040,2019,2,5,3,20,Miércoles,15,10,40
201905151045,2019,2,5,3,20,Miércoles,15,10,45
201905151050,2019,2,5,3,20,Miércoles,15,10,50
201905151100,2019,2,5,3,20,Miércoles,15,11,0
201905151101,2019,2,5,3,20,Miércoles,15,11,1
201905151115,2019,2,5,3,20,Miércoles,15,11,15
201905151118,2019,2,5,3,20,Miércoles,15,11,18
201905151120,2019,2,5,3,20,Miércoles,15,11,20
201905151130,2019,2,5,3,20,Miércoles,15,11,30
201905151150,2019,2,5,3,20,Miércoles,15,11,50
201905151200,2019,2,5,3,20,Miércoles,15,12,0
201905151213,2019,2,5,3,20,Miércoles,15,12,13
201905151220,2019,2,5,3,20,Miércoles,15,12,20
201905151230,2019,2,5,3,20,Miércoles,15,12,30
201905151235,2019,2,5,3,20,Miércoles,15,12,35
201905151248,2019,2,5,3,20,Miércoles,15,12,48
201905151255,2019,2,5,3,20,Miércoles,15,12,55
201905151258,2019,2,5,3,20,Miércoles,15,12,58
201905151259,2019,2,5,3,20,Miércoles,15,12,59
201905151300,2019,2,5,3,20,Miércoles,15,13,0
201905151306,2019,2,5,3,20,Miércoles,15,13,6
201905151319,2019,2,5,3,20,Miércoles,15,13,19
201905151320,2019,2,5,3,20,Miércoles,15,13,20
201905151321,2019,2,5,3,20,Miércoles,15,13,21
201905151330,2019,2,5,3,20,Miércoles,15,13,30
201905151335,2019,2,5,3,20,Miércoles,15,13,35
201905151336,2019,2,5,3,20,Miércoles,15,13,36
201905151337,2019,2,5,3,20,Miércoles,15,13,37
201905151340,2019,2,5,3,20,Miércoles,15,13,40
201905151357,2019,2,5,3,20,Miércoles,15,13,57
201905151400,2019,2,5,3,20,Miércoles,15,14,0
201905151402,2019,2,5,3,20,Miércoles,15,14,2
201905151405,2019,2,5,3,20,Miércoles,15,14,5
201905151410,2019,2,5,3,20,Miércoles,15,14,10
201905151415,2019,2,5,3,20,Miércoles,15,14,15
201905151420,2019,2,5,3,20,Miércoles,15,14,20
201905151425,2019,2,5,3,20,Miércoles,15,14,25
201905151426,2019,2,5,3,20,Miércoles,15,14,26
201905151430,2019,2,5,3,20,Miércoles,15,14,30
201905151435,2019,2,5,3,20,Miércoles,15,14,35
201905151438,2019,2,5,3,20,Miércoles,15,14,38
201905151440,2019,2,5,3,20,Miércoles,15,14,40
201905151444,2019,2,5,3,20,Miércoles,15,14,44
201905151450,2019,2,5,3,20,Miércoles,15,14,50
201905151458,2019,2,5,3,20,Miércoles,15,14,58
201905151500,2019,2,5,3,20,Miércoles,15,15,0
201905151501,2019,2,5,3,20,Miércoles,15,15,1
201905151503,2019,2,5,3,20,Miércoles,15,15,3
201905151505,2019,2,5,3,20,Miércoles,15,15,5
201905151510,2019,2,5,3,20,Miércoles,15,15,10
201905151514,2019,2,5,3,20,Miércoles,15,15,14
201905151515,2019,2,5,3,20,Miércoles,15,15,15
201905151525,2019,2,5,3,20,Miércoles,15,15,25
201905151530,2019,2,5,3,20,Miércoles,15,15,30
201905151533,2019,2,5,3,20,Miércoles,15,15,33
201905151535,2019,2,5,3,20,Miércoles,15,15,35
201905151537,2019,2,5,3,20,Miércoles,15,15,37
201905151544,2019,2,5,3,20,Miércoles,15,15,44
201905151545,2019,2,5,3,20,Miércoles,15,15,45
201905151547,2019,2,5,3,20,Miércoles,15,15,47
201905151548,2019,2,5,3,20,Miércoles,15,15,48
201905151600,2019,2,5,3,20,Miércoles,15,16,0
201905151605,2019,2,5,3,20,Miércoles,15,16,5
201905151615,2019,2,5,3,20,Miércoles,15,16,15
201905151620,2019,2,5,3,20,Miércoles,15,16,20
201905151625,2019,2,5,3,20,Miércoles,15,16,25
201905151626,2019,2,5,3,20,Miércoles,15,16,26
201905151630,2019,2,5,3,20,Miércoles,15,16,30
201905151637,2019,2,5,3,20,Miércoles,15,16,37
201905151645,2019,2,5,3,20,Miércoles,15,16,45
201905151648,2019,2,5,3,20,Miércoles,15,16,48
201905151650,2019,2,5,3,20,Miércoles,15,16,50
201905151658,2019,2,5,3,20,Miércoles,15,16,58
201905151700,2019,2,5,3,20,Miércoles,15,17,0
201905151705,2019,2,5,3,20,Miércoles,15,17,5
201905151710,2019,2,5,3,20,Miércoles,15,17,10
201905151715,2019,2,5,3,20,Miércoles,15,17,15
201905151717,2019,2,5,3,20,Miércoles,15,17,17
201905151723,2019,2,5,3,20,Miércoles,15,17,23
201905151730,2019,2,5,3,20,Miércoles,15,17,30
201905151734,2019,2,5,3,20,Miércoles,15,17,34
201905151740,2019,2,5,3,20,Miércoles,15,17,40
201905151745,2019,2,5,3,20,Miércoles,15,17,45
201905151750,2019,2,5,3,20,Miércoles,15,17,50
201905151800,2019,2,5,3,20,Miércoles,15,18,0
201905151815,2019,2,5,3,20,Miércoles,15,18,15
201905151830,2019,2,5,3,20,Miércoles,15,18,30
201905151839,2019,2,5,3,20,Miércoles,15,18,39
201905151840,2019,2,5,3,20,Miércoles,15,18,40
201905151845,2019,2,5,3,20,Miércoles,15,18,45
201905151900,2019,2,5,3,20,Miércoles,15,19,0
201905151915,2019,2,5,3,20,Miércoles,15,19,15
201905151930,2019,2,5,3,20,Miércoles,15,19,30
201905151944,2019,2,5,3,20,Miércoles,15,19,44
201905151945,2019,2,5,3,20,Miércoles,15,19,45
201905151950,2019,2,5,3,20,Miércoles,15,19,50
201905151955,2019,2,5,3,20,Miércoles,15,19,55
201905152000,2019,2,5,3,20,Miércoles,15,20,0
201905152015,2019,2,5,3,20,Miércoles,15,20,15
201905152020,2019,2,5,3,20,Miércoles,15,20,20
201905152030,2019,2,5,3,20,Miércoles,15,20,30
201905152040,2019,2,5,3,20,Miércoles,15,20,40
201905152045,2019,2,5,3,20,Miércoles,15,20,45
201905152047,2019,2,5,3,20,Miércoles,15,20,47
201905152050,2019,2,5,3,20,Miércoles,15,20,50
201905152100,2019,2,5,3,20,Miércoles,15,21,0
201905152115,2019,2,5,3,20,Miércoles,15,21,15
201905152120,2019,2,5,3,20,Miércoles,15,21,20
201905152128,2019,2,5,3,20,Miércoles,15,21,28
201905152130,2019,2,5,3,20,Miércoles,15,21,30
201905152150,2019,2,5,3,20,Miércoles,15,21,50
201905152200,2019,2,5,3,20,Miércoles,15,22,0
201905152208,2019,2,5,3,20,Miércoles,15,22,8
201905152210,2019,2,5,3,20,Miércoles,15,22,10
201905152230,2019,2,5,3,20,Miércoles,15,22,30
201905152240,2019,2,5,3,20,Miércoles,15,22,40
201905152252,2019,2,5,3,20,Miércoles,15,22,52
201905152300,2019,2,5,3,20,Miércoles,15,23,0
201905152310,2019,2,5,3,20,Miércoles,15,23,10
201905152315,2019,2,5,3,20,Miércoles,15,23,15
201905152330,2019,2,5,3,20,Miércoles,15,23,30
201905152340,2019,2,5,3,20,Miércoles,15,23,40
201905159999,2019,2,5,3,20,Miércoles,15,99,99
201905160000,2019,2,5,3,20,Jueves,16,0,0
201905160015,2019,2,5,3,20,Jueves,16,0,15
201905160020,2019,2,5,3,20,Jueves,16,0,20
201905160030,2019,2,5,3,20,Jueves,16,0,30
201905160050,2019,2,5,3,20,Jueves,16,0,50
201905160100,2019,2,5,3,20,Jueves,16,1,0
201905160140,2019,2,5,3,20,Jueves,16,1,40
201905160145,2019,2,5,3,20,Jueves,16,1,45
201905160200,2019,2,5,3,20,Jueves,16,2,0
201905160230,2019,2,5,3,20,Jueves,16,2,30
201905160245,2019,2,5,3,20,Jueves,16,2,45
201905160330,2019,2,5,3,20,Jueves,16,3,30
201905160355,2019,2,5,3,20,Jueves,16,3,55
201905160400,2019,2,5,3,20,Jueves,16,4,0
201905160408,2019,2,5,3,20,Jueves,16,4,8
201905160415,2019,2,5,3,20,Jueves,16,4,15
201905160430,2019,2,5,3,20,Jueves,16,4,30
201905160458,2019,2,5,3,20,Jueves,16,4,58
201905160500,2019,2,5,3,20,Jueves,16,5,0
201905160520,2019,2,5,3,20,Jueves,16,5,20
201905160530,2019,2,5,3,20,Jueves,16,5,30
201905160540,2019,2,5,3,20,Jueves,16,5,40
201905160550,2019,2,5,3,20,Jueves,16,5,50
201905160600,2019,2,5,3,20,Jueves,16,6,0
201905160610,2019,2,5,3,20,Jueves,16,6,10
201905160645,2019,2,5,3,20,Jueves,16,6,45
201905160700,2019,2,5,3,20,Jueves,16,7,0
201905160715,2019,2,5,3,20,Jueves,16,7,15
201905160720,2019,2,5,3,20,Jueves,16,7,20
201905160730,2019,2,5,3,20,Jueves,16,7,30
201905160738,2019,2,5,3,20,Jueves,16,7,38
201905160740,2019,2,5,3,20,Jueves,16,7,40
201905160750,2019,2,5,3,20,Jueves,16,7,50
201905160800,2019,2,5,3,20,Jueves,16,8,0
201905160810,2019,2,5,3,20,Jueves,16,8,10
201905160815,2019,2,5,3,20,Jueves,16,8,15
201905160817,2019,2,5,3,20,Jueves,16,8,17
201905160819,2019,2,5,3,20,Jueves,16,8,19
201905160820,2019,2,5,3,20,Jueves,16,8,20
201905160830,2019,2,5,3,20,Jueves,16,8,30
201905160840,2019,2,5,3,20,Jueves,16,8,40
201905160845,2019,2,5,3,20,Jueves,16,8,45
201905160900,2019,2,5,3,20,Jueves,16,9,0
201905160920,2019,2,5,3,20,Jueves,16,9,20
201905160930,2019,2,5,3,20,Jueves,16,9,30
201905160945,2019,2,5,3,20,Jueves,16,9,45
201905161000,2019,2,5,3,20,Jueves,16,10,0
201905161030,2019,2,5,3,20,Jueves,16,10,30
201905161040,2019,2,5,3,20,Jueves,16,10,40
201905161050,2019,2,5,3,20,Jueves,16,10,50
201905161100,2019,2,5,3,20,Jueves,16,11,0
201905161105,2019,2,5,3,20,Jueves,16,11,5
201905161110,2019,2,5,3,20,Jueves,16,11,10
201905161125,2019,2,5,3,20,Jueves,16,11,25
